"PersonId","MetricDate","Total_Copilot_actions_taken","Input_tokens","Output_tokens","Reasoning_tokens","Copilot_credits_consumed"
"PID0064",2026-06-07,0,0,0,0,0
"PID0064",2026-06-14,0,0,0,0,0
"PID0064",2026-06-21,0,0,0,0,0
"PID0064",2026-06-28,0,0,0,0,0
"PID0065",2026-01-04,1,1058,558,219,1.2
"PID0065",2026-01-11,0,0,0,0,0
"PID0065",2026-01-18,0,0,0,0,0
"PID0065",2026-01-25,0,0,0,0,0
"PID0065",2026-02-01,4,11902,5051,1554,10.3
"PID0065",2026-02-08,0,0,0,0,0
"PID0065",2026-02-15,3,4796,1706,1253,5.5
"PID0065",2026-02-22,1,2008,917,441,2.2
"PID0065",2026-03-01,0,0,0,0,0
"PID0065",2026-03-08,3,11285,5333,1787,11
"PID0065",2026-03-15,5,15560,4398,2371,12.6
"PID0065",2026-03-22,0,0,0,0,0
"PID0065",2026-03-29,0,0,0,0,0
"PID0065",2026-04-05,3,7483,3330,1834,8.7
"PID0065",2026-04-12,3,10046,4772,2027,10.9
"PID0065",2026-04-19,0,0,0,0,0
"PID0065",2026-04-26,11,23149,6645,5245,23.1
"PID0065",2026-05-03,8,15955,5770,6179,23.3
"PID0065",2026-05-10,0,0,0,0,0
"PID0065",2026-05-17,0,0,0,0,0
"PID0065",2026-05-24,4,8886,3599,1188,7.6
"PID0065",2026-05-31,9,8318,3379,2178,9.8
"PID0065",2026-06-07,0,0,0,0,0
"PID0065",2026-06-14,5,10482,3703,2136,10.4
"PID0065",2026-06-21,0,0,0,0,0
"PID0065",2026-06-28,11,22542,11061,6022,28.4
"PID0066",2026-01-04,0,0,0,0,0
"PID0066",2026-01-11,0,0,0,0,0
"PID0066",2026-01-18,2,1542,732,375,1.8
"PID0066",2026-01-25,0,0,0,0,0
"PID0066",2026-02-01,0,0,0,0,0
"PID0066",2026-02-08,0,0,0,0,0
"PID0066",2026-02-15,0,0,0,0,0
"PID0066",2026-02-22,1,510,191,201,0.8
"PID0066",2026-03-01,0,0,0,0,0
"PID0066",2026-03-08,1,840,575,320,1.4
"PID0066",2026-03-15,0,0,0,0,0
"PID0066",2026-03-22,0,0,0,0,0
"PID0066",2026-03-29,0,0,0,0,0
"PID0066",2026-04-05,3,2156,770,903,3.3
"PID0066",2026-04-12,2,1576,698,689,2.6
"PID0066",2026-04-19,0,0,0,0,0
"PID0066",2026-04-26,0,0,0,0,0
"PID0066",2026-05-03,3,2603,1251,645,3.1
"PID0066",2026-05-10,0,0,0,0,0
"PID0066",2026-05-17,0,0,0,0,0
"PID0066",2026-05-24,8,7899,2546,2952,11
"PID0066",2026-05-31,1,650,287,214,0.9
"PID0066",2026-06-07,4,2289,1181,1058,4
"PID0066",2026-06-14,0,0,0,0,0
"PID0066",2026-06-21,2,1567,711,581,2.3
"PID0066",2026-06-28,0,0,0,0,0
"PID0067",2026-01-04,6,10282,3487,449,6
"PID0067",2026-01-11,4,5567,2180,410,3.9
"PID0067",2026-01-18,3,6147,3484,543,5.4
"PID0067",2026-01-25,4,9440,5302,587,7.6
"PID0067",2026-02-01,7,14345,6168,844,9.9
"PID0067",2026-02-08,10,9655,4662,862,7.8
"PID0067",2026-02-15,0,0,0,0,0
"PID0067",2026-02-22,0,0,0,0,0
"PID0067",2026-03-01,7,11745,7756,821,10.6
"PID0067",2026-03-08,6,8334,2879,673,5.7
"PID0067",2026-03-15,0,0,0,0,0
"PID0067",2026-03-22,0,0,0,0,0
"PID0067",2026-03-29,0,0,0,0,0
"PID0067",2026-04-05,0,0,0,0,0
"PID0067",2026-04-12,3,4291,1276,353,2.8
"PID0067",2026-04-19,4,9093,4560,657,7.1
"PID0067",2026-04-26,3,6264,3127,522,5.1
"PID0067",2026-05-03,12,15667,5447,863,9.6
"PID0067",2026-05-10,12,22939,9501,1662,16.3
"PID0067",2026-05-17,17,28484,10009,1582,17.7
"PID0067",2026-05-24,0,0,0,0,0
"PID0067",2026-05-31,7,9901,2649,683,5.8
"PID0067",2026-06-07,15,28859,12222,2953,22.9
"PID0067",2026-06-14,15,23102,10822,2031,18.4
"PID0067",2026-06-21,0,0,0,0,0
"PID0067",2026-06-28,11,11484,5144,655,8
"PID0068",2026-01-04,0,0,0,0,0
"PID0068",2026-01-11,6,1268,598,17,0.8
"PID0068",2026-01-18,0,0,0,0,0
"PID0068",2026-01-25,0,0,0,0,0
"PID0068",2026-02-01,0,0,0,0,0
"PID0068",2026-02-08,5,1326,782,33,1
"PID0068",2026-02-15,5,1841,670,42,1
"PID0068",2026-02-22,7,1091,615,10,0.7
"PID0068",2026-03-01,0,0,0,0,0
"PID0068",2026-03-08,9,2673,1093,35,1.5
"PID0068",2026-03-15,7,2206,1010,30,1.3
"PID0068",2026-03-22,2,373,212,6,0.3
"PID0068",2026-03-29,0,0,0,0,0
"PID0068",2026-04-05,0,0,0,0,0
"PID0068",2026-04-12,7,1507,753,28,1
"PID0068",2026-04-19,0,0,0,0,0
"PID0068",2026-04-26,5,902,293,17,0.5
"PID0068",2026-05-03,7,2023,596,30,1
"PID0068",2026-05-10,3,573,276,8,0.4
"PID0068",2026-05-17,10,2146,845,25,1.2
"PID0068",2026-05-24,10,3190,1544,54,2
"PID0068",2026-05-31,0,0,0,0,0
"PID0068",2026-06-07,0,0,0,0,0
"PID0068",2026-06-14,4,1286,670,14,0.8
"PID0068",2026-06-21,5,1114,520,15,0.7
"PID0068",2026-06-28,0,0,0,0,0
"PID0069",2026-01-04,2,667,245,154,0.7
"PID0069",2026-01-11,2,1123,613,269,1.4
"PID0069",2026-01-18,0,0,0,0,0
"PID0069",2026-01-25,7,4118,1766,649,3.9
"PID0069",2026-02-01,0,0,0,0,0
"PID0069",2026-02-08,0,0,0,0,0
"PID0069",2026-02-15,0,0,0,0,0
"PID0069",2026-02-22,3,1811,979,450,2.3
"PID0069",2026-03-01,0,0,0,0,0
"PID0069",2026-03-08,5,3101,1547,841,4
"PID0069",2026-03-15,11,11424,5483,2274,12.4
"PID0069",2026-03-22,6,3500,1986,876,4.5
"PID0069",2026-03-29,3,2551,780,544,2.5
"PID0069",2026-04-05,0,0,0,0,0
"PID0069",2026-04-12,3,3347,1286,495,2.9
"PID0069",2026-04-19,9,3247,1756,763,4
"PID0069",2026-04-26,6,3162,1995,880,4.4
"PID0069",2026-05-03,6,4938,1301,1130,4.9
"PID0069",2026-05-10,0,0,0,0,0
"PID0069",2026-05-17,10,9640,5003,1619,10
"PID0069",2026-05-24,10,7333,3794,1221,7.6
"PID0069",2026-05-31,0,0,0,0,0
"PID0069",2026-06-07,9,9984,4271,4141,15.8
"PID0069",2026-06-14,10,7228,3584,2471,10.5
"PID0069",2026-06-21,16,11479,5728,1792,11.4
"PID0069",2026-06-28,9,6089,3177,1021,6.3
"PID0070",2026-01-04,0,0,0,0,0
"PID0070",2026-01-11,0,0,0,0,0
"PID0070",2026-01-18,0,0,0,0,0
"PID0070",2026-01-25,0,0,0,0,0
"PID0070",2026-02-01,0,0,0,0,0
"PID0070",2026-02-08,0,0,0,0,0
"PID0070",2026-02-15,0,0,0,0,0
"PID0070",2026-02-22,0,0,0,0,0
"PID0070",2026-03-01,0,0,0,0,0
"PID0070",2026-03-08,0,0,0,0,0
"PID0070",2026-03-15,0,0,0,0,0
"PID0070",2026-03-22,0,0,0,0,0
"PID0070",2026-03-29,0,0,0,0,0
"PID0070",2026-04-05,0,0,0,0,0
"PID0070",2026-04-12,0,0,0,0,0
"PID0070",2026-04-19,0,0,0,0,0
"PID0070",2026-04-26,2,1634,777,181,1.4
"PID0070",2026-05-03,0,0,0,0,0
"PID0070",2026-05-10,0,0,0,0,0
"PID0070",2026-05-17,0,0,0,0,0
"PID0070",2026-05-24,0,0,0,0,0
"PID0070",2026-05-31,0,0,0,0,0
"PID0070",2026-06-07,0,0,0,0,0
"PID0070",2026-06-14,0,0,0,0,0
"PID0070",2026-06-21,0,0,0,0,0
"PID0070",2026-06-28,0,0,0,0,0
"PID0071",2026-01-04,0,0,0,0,0
"PID0071",2026-01-11,0,0,0,0,0
"PID0071",2026-01-18,0,0,0,0,0
"PID0071",2026-01-25,0,0,0,0,0
"PID0071",2026-02-01,0,0,0,0,0
"PID0071",2026-02-08,0,0,0,0,0
"PID0071",2026-02-15,0,0,0,0,0
"PID0071",2026-02-22,0,0,0,0,0
"PID0071",2026-03-01,0,0,0,0,0
"PID0071",2026-03-08,0,0,0,0,0
"PID0071",2026-03-15,0,0,0,0,0
"PID0071",2026-03-22,0,0,0,0,0
"PID0071",2026-03-29,0,0,0,0,0
"PID0071",2026-04-05,0,0,0,0,0
"PID0071",2026-04-12,0,0,0,0,0
"PID0071",2026-04-19,0,0,0,0,0
"PID0071",2026-04-26,0,0,0,0,0
"PID0071",2026-05-03,0,0,0,0,0
"PID0071",2026-05-10,0,0,0,0,0
"PID0071",2026-05-17,0,0,0,0,0
"PID0071",2026-05-24,0,0,0,0,0
"PID0071",2026-05-31,0,0,0,0,0
"PID0071",2026-06-07,0,0,0,0,0
"PID0071",2026-06-14,0,0,0,0,0
"PID0071",2026-06-21,0,0,0,0,0
"PID0071",2026-06-28,8,15543,6644,305,9.2
"PID0072",2026-01-04,0,0,0,0,0
"PID0072",2026-01-11,0,0,0,0,0
"PID0072",2026-01-18,0,0,0,0,0
"PID0072",2026-01-25,0,0,0,0,0
"PID0072",2026-02-01,0,0,0,0,0
"PID0072",2026-02-08,0,0,0,0,0
"PID0072",2026-02-15,0,0,0,0,0
"PID0072",2026-02-22,0,0,0,0,0
"PID0072",2026-03-01,0,0,0,0,0
"PID0072",2026-03-08,0,0,0,0,0
"PID0072",2026-03-15,0,0,0,0,0
"PID0072",2026-03-22,0,0,0,0,0
"PID0072",2026-03-29,0,0,0,0,0
"PID0072",2026-04-05,0,0,0,0,0
"PID0072",2026-04-12,0,0,0,0,0
"PID0072",2026-04-19,0,0,0,0,0
"PID0072",2026-04-26,0,0,0,0,0
"PID0072",2026-05-03,0,0,0,0,0
"PID0072",2026-05-10,0,0,0,0,0
"PID0072",2026-05-17,0,0,0,0,0
"PID0072",2026-05-24,0,0,0,0,0
"PID0072",2026-05-31,0,0,0,0,0
"PID0072",2026-06-07,0,0,0,0,0
"PID0072",2026-06-14,0,0,0,0,0
"PID0072",2026-06-21,0,0,0,0,0
"PID0072",2026-06-28,0,0,0,0,0
"PID0073",2026-01-04,10,18864,5903,3712,17.8
"PID0073",2026-01-11,9,8561,4487,886,7.5
"PID0073",2026-01-18,11,7560,3659,1077,7.1
"PID0073",2026-01-25,0,0,0,0,0
"PID0073",2026-02-01,0,0,0,0,0
"PID0073",2026-02-08,12,6872,2214,836,5.2
"PID0073",2026-02-15,9,6718,3735,921,6.6
"PID0073",2026-02-22,10,12048,4175,2220,11.3
"PID0073",2026-03-01,12,12766,3341,1265,8.4
"PID0073",2026-03-08,10,12096,3934,2250,11.2
"PID0073",2026-03-15,15,8789,3412,1766,8.9
"PID0073",2026-03-22,12,10876,3005,1445,8.2
"PID0073",2026-03-29,6,7323,2807,1423,7.3
"PID0073",2026-04-05,7,5007,1981,595,4.1
"PID0073",2026-04-12,8,9115,4836,1229,8.8
"PID0073",2026-04-19,12,20471,7717,3927,20.1
"PID0073",2026-04-26,12,10121,3214,2021,9.6
"PID0073",2026-05-03,17,11483,4796,2201,11.6
"PID0073",2026-05-10,14,13221,9147,1988,14.9
"PID0073",2026-05-17,10,10154,2802,841,6.4
"PID0073",2026-05-24,19,23428,7275,3609,19.5
"PID0073",2026-05-31,12,10002,5285,1934,11.1
"PID0073",2026-06-07,17,12606,5508,1698,11.2
"PID0073",2026-06-14,0,0,0,0,0
"PID0073",2026-06-21,12,8005,4956,1543,9.4
"PID0073",2026-06-28,25,19148,7354,5652,23.8
"PID0074",2026-01-04,6,53437,19024,6879,43.1
"PID0074",2026-01-11,9,46097,20263,8559,46.8
"PID0074",2026-01-18,7,63972,27163,5433,48.1
"PID0074",2026-01-25,8,80481,24066,8935,57.7
"PID0074",2026-02-01,5,27811,14211,3424,25.5
"PID0074",2026-02-08,7,60671,22553,8320,51
"PID0074",2026-02-15,7,42086,26237,12032,59.5
"PID0074",2026-02-22,5,16638,6119,2900,15.5
"PID0074",2026-03-01,0,0,0,0,0
"PID0074",2026-03-08,3,23350,10752,2968,20.7
"PID0074",2026-03-15,0,0,0,0,0
"PID0074",2026-03-22,5,41137,13618,4137,29.5
"PID0074",2026-03-29,10,73050,42461,8389,69.6
"PID0074",2026-04-05,9,54796,23383,7694,48.9
"PID0074",2026-04-12,5,37858,17991,5060,34.6
"PID0074",2026-04-19,0,0,0,0,0
"PID0074",2026-04-26,4,17761,9303,1689,15.2
"PID0074",2026-05-03,0,0,0,0,0
"PID0074",2026-05-10,5,37347,10623,5822,30.5
"PID0074",2026-05-17,6,30399,9683,3028,21.4
"PID0074",2026-05-24,14,61435,42032,12906,78.2
"PID0074",2026-05-31,0,0,0,0,0
"PID0074",2026-06-07,12,113911,38510,14248,89.2
"PID0074",2026-06-14,8,62571,27345,7833,54
"PID0074",2026-06-21,15,122757,68203,12152,109.5
"PID0074",2026-06-28,18,100755,40894,11433,81.4
"PID0075",2026-01-04,0,0,0,0,0
"PID0075",2026-01-11,4,3251,1141,169,2
"PID0075",2026-01-18,5,2789,1460,268,2.4
"PID0075",2026-01-25,5,2690,856,181,1.7
"PID0075",2026-02-01,6,3368,1690,157,2.4
"PID0075",2026-02-08,7,1394,495,90,0.9
"PID0075",2026-02-15,0,0,0,0,0
"PID0075",2026-02-22,0,0,0,0,0
"PID0075",2026-03-01,5,2596,975,181,1.8
"PID0075",2026-03-08,6,2679,1422,139,2
"PID0075",2026-03-15,8,2288,1174,196,1.9
"PID0075",2026-03-22,5,3342,1242,143,2
"PID0075",2026-03-29,0,0,0,0,0
"PID0075",2026-04-05,10,3561,2081,143,2.7
"PID0075",2026-04-12,6,2956,1276,179,2.1
"PID0075",2026-04-19,5,2319,1353,130,1.9
"PID0075",2026-04-26,0,0,0,0,0
"PID0075",2026-05-03,8,6429,2245,357,4
"PID0075",2026-05-10,10,6651,2071,391,4
"PID0075",2026-05-17,14,4006,2086,226,3
"PID0075",2026-05-24,0,0,0,0,0
"PID0075",2026-05-31,0,0,0,0,0
"PID0075",2026-06-07,0,0,0,0,0
"PID0075",2026-06-14,0,0,0,0,0
"PID0075",2026-06-21,0,0,0,0,0
"PID0075",2026-06-28,0,0,0,0,0
"PID0076",2026-01-04,7,29282,19079,2470,27.3
"PID0076",2026-01-11,9,29934,18552,5066,33.5
"PID0076",2026-01-18,12,39971,20846,4574,36.1
"PID0076",2026-01-25,9,20554,6014,1530,12.7
"PID0076",2026-02-01,9,20314,9364,2383,17.5
"PID0076",2026-02-08,14,48157,20533,4955,38.4
"PID0076",2026-02-15,9,29143,19442,3097,29.1
"PID0076",2026-02-22,0,0,0,0,0
"PID0076",2026-03-01,15,24958,15931,3194,25.7
"PID0076",2026-03-08,15,21818,14516,2310,21.8
"PID0076",2026-03-15,17,40023,22583,3949,35.9
"PID0076",2026-03-22,0,0,0,0,0
"PID0076",2026-03-29,11,52000,18383,4204,35.6
"PID0076",2026-04-05,10,27967,8415,2747,19.2
"PID0076",2026-04-12,15,43986,19615,3043,32.1
"PID0076",2026-04-19,9,14438,7947,1652,13.4
"PID0076",2026-04-26,8,20470,6989,2254,15.3
"PID0076",2026-05-03,12,20299,12201,1261,17
"PID0076",2026-05-10,19,38970,20751,4907,36.7
"PID0076",2026-05-17,12,25454,11743,2898,21.7
"PID0076",2026-05-24,0,0,0,0,0
"PID0076",2026-05-31,10,27858,12865,2220,21.4
"PID0076",2026-06-07,16,33012,11885,2553,22.5
"PID0076",2026-06-14,12,28334,8568,1690,16.7
"PID0076",2026-06-21,14,30968,13512,4049,27.1
"PID0076",2026-06-28,16,57910,28463,4708,46.1
"PID0077",2026-01-04,7,29836,8640,3561,21.8
"PID0077",2026-01-11,9,13497,7693,1552,12.7
"PID0077",2026-01-18,4,5306,1871,400,3.6
"PID0077",2026-01-25,13,34265,18015,4413,32.3
"PID0077",2026-02-01,5,9359,4026,1358,8.5
"PID0077",2026-02-08,9,13470,3940,1524,9.7
"PID0077",2026-02-15,9,12666,5090,2062,11.8
"PID0077",2026-02-22,13,17525,9835,2625,17.9
"PID0077",2026-03-01,13,12825,6353,1111,10.4
"PID0077",2026-03-08,0,0,0,0,0
"PID0077",2026-03-15,4,7046,3777,852,6.6
"PID0077",2026-03-22,9,21934,15184,2133,21.9
"PID0077",2026-03-29,0,0,0,0,0
"PID0077",2026-04-05,9,20012,11494,3385,21.7
"PID0077",2026-04-12,14,35164,14559,3731,28
"PID0077",2026-04-19,15,17533,7623,1720,13.9
"PID0077",2026-04-26,13,11646,6066,957,9.6
"PID0077",2026-05-03,12,20979,12612,3402,22.8
"PID0077",2026-05-10,16,39914,24507,6450,43.7
"PID0077",2026-05-17,0,0,0,0,0
"PID0077",2026-05-24,6,13462,3851,1628,9.8
"PID0077",2026-05-31,14,20247,5763,3225,16.7
"PID0077",2026-06-07,19,52145,22752,6228,44.2
"PID0077",2026-06-14,21,28579,17534,4540,31.1
"PID0077",2026-06-21,14,26460,9883,4210,23.7
"PID0077",2026-06-28,0,0,0,0,0
"PID0078",2026-01-04,6,15383,8344,6240,25.4
"PID0078",2026-01-11,5,10286,5733,4041,16.7
"PID0078",2026-01-18,7,12360,5600,4278,17.6
"PID0078",2026-01-25,7,13249,5005,10194,32.1
"PID0078",2026-02-01,8,18888,6040,7033,26.2
"PID0078",2026-02-08,15,28712,16000,14131,53.9
"PID0078",2026-02-15,11,16011,9245,9101,33.4
"PID0078",2026-02-22,10,12486,6547,2402,13.7
"PID0078",2026-03-01,10,23811,8684,13124,44.5
"PID0078",2026-03-08,11,32886,10217,11094,42.5
"PID0078",2026-03-15,10,23006,12465,9014,37.1
"PID0078",2026-03-22,3,4700,1956,1898,7.2
"PID0078",2026-03-29,8,16045,9459,6085,26
"PID0078",2026-04-05,12,24083,12495,13392,48.3
"PID0078",2026-04-12,0,0,0,0,0
"PID0078",2026-04-19,0,0,0,0,0
"PID0078",2026-04-26,9,33529,13017,12742,49
"PID0078",2026-05-03,6,6287,3206,2894,11.1
"PID0078",2026-05-10,11,25309,16822,17901,63.3
"PID0078",2026-05-17,14,11715,4996,5730,20.7
"PID0078",2026-05-24,13,29252,12084,16980,58
"PID0078",2026-05-31,0,0,0,0,0
"PID0078",2026-06-07,18,44589,17570,28358,93.9
"PID0078",2026-06-14,18,31318,9625,13058,46.6
"PID0078",2026-06-21,16,47998,25302,27808,99.4
"PID0078",2026-06-28,0,0,0,0,0
"PID0079",2026-01-04,0,0,0,0,0
"PID0079",2026-01-11,8,47025,20261,5485,39.3
"PID0079",2026-01-18,8,52155,17892,6001,39.7
"PID0079",2026-01-25,5,23643,13383,2864,22.6
"PID0079",2026-02-01,14,79835,24659,7903,55.5
"PID0079",2026-02-08,0,0,0,0,0
"PID0079",2026-02-15,0,0,0,0,0
"PID0079",2026-02-22,8,29597,17273,3700,29
"PID0079",2026-03-01,12,52677,24629,4153,40.6
"PID0079",2026-03-08,11,53334,26347,8594,53.2
"PID0079",2026-03-15,0,0,0,0,0
"PID0079",2026-03-22,0,0,0,0,0
"PID0079",2026-03-29,0,0,0,0,0
"PID0079",2026-04-05,7,30654,10021,3031,21.7
"PID0079",2026-04-12,7,39143,11396,2733,23.8
"PID0079",2026-04-19,9,44909,21694,3822,35.9
"PID0079",2026-04-26,6,33132,20293,4239,33.5
"PID0079",2026-05-03,8,39834,25209,5017,40.7
"PID0079",2026-05-10,12,119669,49138,10153,88.6
"PID0079",2026-05-17,7,33751,19791,2785,29.5
"PID0079",2026-05-24,14,50853,25012,2949,37.6
"PID0079",2026-05-31,8,29295,15052,3182,25.9
"PID0079",2026-06-07,18,80555,38604,9315,70.3
"PID0079",2026-06-14,14,57865,22389,5511,43.3
"PID0079",2026-06-21,0,0,0,0,0
"PID0079",2026-06-28,12,73802,22088,9122,55.2
"PID0080",2026-01-04,26,34098,13063,12473,48.5
"PID0080",2026-01-11,32,43028,20199,23242,82.9
"PID0080",2026-01-18,25,69937,19955,15336,68.3
"PID0080",2026-01-25,26,67693,35104,19641,90.7
"PID0080",2026-02-01,29,42936,12938,19080,66.6
"PID0080",2026-02-08,36,47445,17966,19516,72.7
"PID0080",2026-02-15,34,61541,29729,25796,100.6
"PID0080",2026-02-22,26,42768,13373,13510,53
"PID0080",2026-03-01,30,37119,18332,23247,80.2
"PID0080",2026-03-08,36,49263,16062,23816,82.2
"PID0080",2026-03-15,37,34221,16533,16272,60.8
"PID0080",2026-03-22,29,75253,28241,24234,98.2
"PID0080",2026-03-29,38,56349,20881,13794,62.5
"PID0080",2026-04-05,42,121808,67730,46434,194.6
"PID0080",2026-04-12,48,79456,43997,22807,108.1
"PID0080",2026-04-19,50,60857,36407,16571,82.7
"PID0080",2026-04-26,24,23596,12333,5368,28
"PID0080",2026-05-03,41,48845,26315,12553,62.2
"PID0080",2026-05-10,45,47054,15796,15546,60.9
"PID0080",2026-05-17,54,53507,20824,15979,67.3
"PID0080",2026-05-24,49,95737,34026,20744,98.2
"PID0080",2026-05-31,55,67830,19577,42548,135.6
"PID0080",2026-06-07,59,90195,35018,42064,151.2
"PID0080",2026-06-14,32,43538,24748,17641,72.6
"PID0080",2026-06-21,57,125195,37474,36070,145.2
"PID0080",2026-06-28,46,45430,26390,15248,68.3
"PID0081",2026-01-04,52,100493,34221,49515,171.3
"PID0081",2026-01-11,61,69035,29562,50055,162.6
"PID0081",2026-01-18,76,99614,60244,49951,193
"PID0081",2026-01-25,56,48044,19060,28750,96.7
"PID0081",2026-02-01,62,108954,56315,45070,179.5
"PID0081",2026-02-08,71,158114,82779,86797,314.8
"PID0081",2026-02-15,73,118132,58019,100557,321.4
"PID0081",2026-02-22,76,123079,48060,80234,263.6
"PID0081",2026-03-01,72,165706,90545,88962,328
"PID0081",2026-03-08,74,128265,80966,50386,216.4
"PID0081",2026-03-15,93,95830,48505,51273,186.2
"PID0081",2026-03-22,82,87610,28460,52283,171
"PID0081",2026-03-29,76,85370,24944,30193,112.5
"PID0081",2026-04-05,92,143949,68093,66565,249.7
"PID0081",2026-04-12,71,182395,77287,96116,338.6
"PID0081",2026-04-19,79,99642,63510,64734,232.6
"PID0081",2026-04-26,86,147482,67983,114028,369
"PID0081",2026-05-03,81,170433,54733,77630,271.9
"PID0081",2026-05-10,93,120049,47612,71958,242
"PID0081",2026-05-17,85,153792,84501,85361,311.8
"PID0081",2026-05-24,88,70409,41054,27171,114.9
"PID0081",2026-05-31,81,100491,33074,66262,212.2
"PID0081",2026-06-07,75,42138,13339,17195,62.1
"PID0081",2026-06-14,100,158668,87584,57696,246
"PID0081",2026-06-21,83,200910,73981,86025,314.4
"PID0081",2026-06-28,97,90165,37521,49792,172.5
"PID0082",2026-01-04,0,0,0,0,0
"PID0082",2026-01-11,0,0,0,0,0
"PID0082",2026-01-18,2,2334,1033,927,3.6
"PID0082",2026-01-25,6,12760,8030,3832,18.6
"PID0082",2026-02-01,4,5242,2385,2502,9.2
"PID0082",2026-02-08,2,2729,1727,1420,5.5
"PID0082",2026-02-15,7,8799,5234,3460,14.6
"PID0082",2026-02-22,0,0,0,0,0
"PID0082",2026-03-01,5,6314,3345,1891,8.7
"PID0082",2026-03-08,0,0,0,0,0
"PID0082",2026-03-15,7,11542,4287,4601,17.2
"PID0082",2026-03-22,4,4792,2333,1413,6.4
"PID0082",2026-03-29,6,8207,4746,2218,11
"PID0082",2026-04-05,4,7343,3336,3733,13.5
"PID0082",2026-04-12,0,0,0,0,0
"PID0082",2026-04-19,0,0,0,0,0
"PID0082",2026-04-26,0,0,0,0,0
"PID0082",2026-05-03,10,17702,8372,5573,24.2
"PID0082",2026-05-10,0,0,0,0,0
"PID0082",2026-05-17,5,9310,3415,4261,15.2
"PID0082",2026-05-24,13,22853,12511,14092,49.8
"PID0082",2026-05-31,6,7184,4263,2647,11.5
"PID0082",2026-06-07,0,0,0,0,0
"PID0082",2026-06-14,0,0,0,0,0
"PID0082",2026-06-21,8,12085,5805,4646,18.7
"PID0082",2026-06-28,0,0,0,0,0
"PID0083",2026-01-04,14,13848,6388,972,10.3
"PID0083",2026-01-11,19,34686,21809,1508,28.2
"PID0083",2026-01-18,19,29317,13082,1514,20.1
"PID0083",2026-01-25,12,14152,8581,632,11.3
"PID0083",2026-02-01,16,23259,11990,1227,17.3
"PID0083",2026-02-08,24,19527,7904,1138,13.1
"PID0083",2026-02-15,20,24771,11002,1461,17.4
"PID0083",2026-02-22,15,26071,8775,1436,15.8
"PID0083",2026-03-01,12,19880,6174,746,10.8
"PID0083",2026-03-08,19,21147,10259,925,14.7
"PID0083",2026-03-15,0,0,0,0,0
"PID0083",2026-03-22,22,23274,9314,1154,15
"PID0083",2026-03-29,25,41174,20930,1309,28.3
"PID0083",2026-04-05,19,32263,14251,1943,22.7
"PID0083",2026-04-12,0,0,0,0,0
"PID0083",2026-04-19,22,33177,14645,1516,22.1
"PID0083",2026-04-26,23,37690,25754,2178,33.6
"PID0083",2026-05-03,24,26499,8853,1496,16.1
"PID0083",2026-05-10,24,43677,21300,2381,31.7
"PID0083",2026-05-17,33,36437,14652,1396,22.5
"PID0083",2026-05-24,28,40695,18944,1636,27.4
"PID0083",2026-05-31,32,36269,20020,1383,26.7
"PID0083",2026-06-07,34,34444,15477,1038,21.9
"PID0083",2026-06-14,0,0,0,0,0
"PID0083",2026-06-21,29,44937,16293,1479,25.7
"PID0083",2026-06-28,29,54139,17679,3560,33.9
"PID0084",2026-01-04,3,3253,1483,340,2.7
"PID0084",2026-01-11,0,0,0,0,0
"PID0084",2026-01-18,0,0,0,0,0
"PID0084",2026-01-25,0,0,0,0,0
"PID0084",2026-02-01,0,0,0,0,0
"PID0084",2026-02-08,0,0,0,0,0
"PID0084",2026-02-15,0,0,0,0,0
"PID0084",2026-02-22,5,7542,4349,712,6.8
"PID0084",2026-03-01,0,0,0,0,0
"PID0084",2026-03-08,7,8804,3111,1120,7
"PID0084",2026-03-15,5,4345,2043,441,3.6
"PID0084",2026-03-22,5,9929,4153,1033,7.9
"PID0084",2026-03-29,6,10272,6344,1626,11.2
"PID0084",2026-04-05,0,0,0,0,0
"PID0084",2026-04-12,6,8254,3259,989,6.7
"PID0084",2026-04-19,0,0,0,0,0
"PID0084",2026-04-26,5,7438,2564,1191,6.5
"PID0084",2026-05-03,11,23071,10335,2378,18.8
"PID0084",2026-05-10,0,0,0,0,0
"PID0084",2026-05-17,14,15191,7899,1869,14
"PID0084",2026-05-24,0,0,0,0,0
"PID0084",2026-05-31,0,0,0,0,0
"PID0084",2026-06-07,4,6713,4099,1021,7.2
"PID0084",2026-06-14,0,0,0,0,0
"PID0084",2026-06-21,0,0,0,0,0
"PID0084",2026-06-28,0,0,0,0,0
"PID0085",2026-01-04,15,12138,5987,3615,16.3
"PID0085",2026-01-11,0,0,0,0,0
"PID0085",2026-01-18,10,7984,4629,2047,10.4
"PID0085",2026-01-25,16,15216,8364,3993,19.7
"PID0085",2026-02-01,7,7880,4055,1754,9.2
"PID0085",2026-02-08,9,8608,3243,2488,10.5
"PID0085",2026-02-15,14,11670,7670,3529,17.3
"PID0085",2026-02-22,0,0,0,0,0
"PID0085",2026-03-01,12,11813,5867,4818,19.1
"PID0085",2026-03-08,14,13173,6158,4851,19.7
"PID0085",2026-03-15,14,12921,7360,4158,18.9
"PID0085",2026-03-22,16,10742,4689,2237,11.5
"PID0085",2026-03-29,16,16085,6696,5649,22.7
"PID0085",2026-04-05,12,13518,5891,4337,18.3
"PID0085",2026-04-12,18,22674,10550,8927,35.3
"PID0085",2026-04-19,19,17980,10581,5369,25.5
"PID0085",2026-04-26,16,20291,10339,5131,25.2
