PersonId,AgentId,MetricDate,Copilot credits used for agents,Returning agent user (most recent and prior 28 days),Returning agent user (most recent and prior 7 days)
synthetic-person-00314,S_6be25f939204a917e0483b024f1bf58d,2026-06-28,1,0,0
synthetic-person-00314,S_4cb192e96b44bc2be6dadd52377dd65b,2025-11-09,3,0,0
synthetic-person-00334,S_f21bb4a6be726252e4ce787877c76514,2025-10-05,1,0,0
synthetic-person-00334,S_f21bb4a6be726252e4ce787877c76514,2025-12-14,1,0,0
synthetic-person-00334,S_f21bb4a6be726252e4ce787877c76514,2026-09-06,1,0,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2025-09-14,2,0,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2025-09-28,4,1,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2025-10-19,2,1,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2025-10-26,2,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2025-11-02,1,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2025-11-16,2,1,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2025-11-23,1,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2025-11-30,3,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2025-12-07,2,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2025-12-14,5,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-01-04,2,1,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-01-11,1,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-01-18,1,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-02-08,2,1,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-03-08,3,1,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-03-15,1,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-03-22,1,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-04-05,1,1,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-04-12,1,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-05-10,5,1,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-05-17,16,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-05-24,1,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-06-07,1,1,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-06-14,3,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-06-21,2,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-07-12,1,1,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-08-16,1,0,0
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-08-23,1,1,1
synthetic-person-00334,S_18d4802840d658fe66e23e2999ed48a3,2026-09-06,1,1,0
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2025-09-14,1,0,0
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2025-09-21,1,1,1
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2025-11-09,1,0,0
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2026-02-01,1,0,0
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2026-03-22,1,0,0
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2026-03-29,1,1,1
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2026-04-05,13,1,1
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2026-05-17,3,0,0
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2026-06-21,1,0,0
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2026-08-02,1,0,0
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2026-08-09,11,1,1
synthetic-person-00334,S_df8c1ce181b038a4b13165a328f3f92d,2026-09-06,1,1,0
synthetic-person-00334,S_c7ebb0edd1b457b58cea7fc6c2e0b724,2025-10-19,2,0,0
synthetic-person-00334,S_c7ebb0edd1b457b58cea7fc6c2e0b724,2025-11-23,1,0,0
synthetic-person-00334,S_c7ebb0edd1b457b58cea7fc6c2e0b724,2025-12-28,2,0,0
synthetic-person-00334,S_c7ebb0edd1b457b58cea7fc6c2e0b724,2026-07-12,1,0,0
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2025-09-28,1,0,0
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2025-10-12,1,1,0
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2025-10-19,1,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2025-10-26,1,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2025-11-16,3,1,0
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2025-11-23,1,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2025-11-30,1,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2025-12-21,1,1,0
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2025-12-28,1,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-01-25,1,1,0
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-02-01,1,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-02-08,1,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-03-01,1,1,0
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-03-08,2,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-03-29,1,1,0
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-04-05,1,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-04-26,1,1,0
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-05-03,2,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-05-10,2,1,1
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-06-28,3,0,0
synthetic-person-00334,S_151bf26c5a2e756119c5928ef13df0ba,2026-07-26,3,1,0
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2025-09-21,1,0,0
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2025-11-23,4,0,0
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2025-12-21,3,1,0
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2026-01-25,2,0,0
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2026-04-26,1,0,0
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2026-05-10,3,1,0
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2026-05-31,2,1,0
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2026-06-07,1,1,1
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2026-08-02,1,0,0
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2026-08-16,2,1,0
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2026-08-23,1,1,1
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2026-08-30,14,1,1
synthetic-person-00334,S_6378fb03a235d3aa9ede2f35c433b12e,2026-09-06,2,1,1
synthetic-person-00334,S_109464a4e197d767af221cfdba168cc2,2025-09-14,5,0,0
synthetic-person-00334,S_109464a4e197d767af221cfdba168cc2,2025-12-07,1,0,0
synthetic-person-00334,S_109464a4e197d767af221cfdba168cc2,2025-12-28,2,1,0
synthetic-person-00334,S_109464a4e197d767af221cfdba168cc2,2026-01-11,5,1,0
synthetic-person-00334,S_109464a4e197d767af221cfdba168cc2,2026-02-01,2,1,0
synthetic-person-00334,S_109464a4e197d767af221cfdba168cc2,2026-02-15,1,1,0
synthetic-person-00334,S_109464a4e197d767af221cfdba168cc2,2026-04-19,1,0,0
synthetic-person-00334,S_109464a4e197d767af221cfdba168cc2,2026-05-03,1,1,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2025-09-21,7,0,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2025-09-28,1,1,1
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2025-10-19,1,1,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2025-12-07,2,0,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2025-12-28,1,1,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-01-18,1,1,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-01-25,1,1,1
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-02-01,2,1,1
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-02-08,4,1,1
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-02-15,2,1,1
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-03-01,1,1,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-03-08,1,1,1
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-04-12,2,0,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-05-17,1,0,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-05-24,1,1,1
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-06-14,2,1,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-07-12,3,1,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-07-26,3,1,0
synthetic-person-00334,S_bbb4d1788c8966712f19554a91486c77,2026-08-16,1,1,0
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2025-09-14,5,0,0
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2025-09-21,1,1,1
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2025-12-07,1,0,0
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2025-12-28,3,1,0
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2026-01-04,2,1,1
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2026-01-18,3,1,0
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2026-01-25,1,1,1
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2026-04-26,1,0,0
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2026-05-17,2,1,0
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2026-07-05,5,0,0
synthetic-person-00334,S_7e351ff0088aec21971d6232566b4e6d,2026-08-02,1,1,0
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2025-10-12,2,0,0
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2025-11-02,1,1,0
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2025-11-09,5,1,1
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2025-12-07,1,1,0
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2026-03-08,1,0,0
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2026-03-29,1,1,0
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2026-04-12,2,1,0
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2026-05-24,9,0,0
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2026-07-26,1,0,0
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2026-08-16,3,1,0
synthetic-person-00334,S_c8d42e122082ec5bd66f7ed4733a3edc,2026-09-06,1,1,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2025-09-07,1,0,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2025-12-07,1,0,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2025-12-21,1,1,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2025-12-28,1,1,1
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-01-11,1,1,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-02-01,6,1,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-02-08,1,1,1
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-02-15,2,1,1
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-03-01,3,1,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-03-15,1,1,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-03-29,2,1,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-04-19,4,1,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-05-24,1,0,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-05-31,3,1,1
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-07-05,1,0,0
synthetic-person-00334,S_f4ad82b78f087d6f302e531f0280bce5,2026-08-02,1,1,0
synthetic-person-00334,S_9c8ff00c5333c0a86e25d51a36685268,2025-10-05,1,0,0
synthetic-person-00334,S_9c8ff00c5333c0a86e25d51a36685268,2025-11-23,2,0,0
synthetic-person-00334,S_9c8ff00c5333c0a86e25d51a36685268,2025-12-07,2,1,0
synthetic-person-00334,S_9c8ff00c5333c0a86e25d51a36685268,2025-12-14,1,1,1
synthetic-person-00334,S_9c8ff00c5333c0a86e25d51a36685268,2026-01-18,3,0,0
synthetic-person-00334,S_9c8ff00c5333c0a86e25d51a36685268,2026-03-29,1,0,0
synthetic-person-00334,S_9c8ff00c5333c0a86e25d51a36685268,2026-04-26,4,1,0
synthetic-person-00334,S_9c8ff00c5333c0a86e25d51a36685268,2026-06-07,8,0,0
synthetic-person-00334,S_9c8ff00c5333c0a86e25d51a36685268,2026-07-12,1,0,0
synthetic-person-00334,S_9c8ff00c5333c0a86e25d51a36685268,2026-08-23,1,0,0
synthetic-person-00351,S_857c878be564c6a15dc8bf9a3d08b530,2025-09-28,5,0,0
synthetic-person-00351,S_857c878be564c6a15dc8bf9a3d08b530,2025-10-12,1,1,0
synthetic-person-00351,S_857c878be564c6a15dc8bf9a3d08b530,2025-12-14,2,0,0
synthetic-person-00351,S_857c878be564c6a15dc8bf9a3d08b530,2026-01-04,1,1,0
synthetic-person-00351,S_857c878be564c6a15dc8bf9a3d08b530,2026-04-26,2,0,0
synthetic-person-00351,S_857c878be564c6a15dc8bf9a3d08b530,2026-07-26,1,0,0
synthetic-person-00351,S_857c878be564c6a15dc8bf9a3d08b530,2026-08-09,1,1,0
synthetic-person-00351,S_857c878be564c6a15dc8bf9a3d08b530,2026-08-16,1,1,1
synthetic-person-00351,S_857c878be564c6a15dc8bf9a3d08b530,2026-08-30,1,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2025-09-07,1,0,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2025-09-14,5,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2025-10-05,1,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2025-10-12,3,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2025-10-19,1,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2025-11-09,1,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2025-11-23,3,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2025-12-21,1,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2025-12-28,1,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-01-04,1,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-01-11,12,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-01-25,2,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-02-01,1,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-02-08,1,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-02-15,1,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-03-01,3,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-03-22,5,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-03-29,5,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-04-19,1,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-04-26,2,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-05-10,4,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-05-17,1,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-05-24,3,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-06-07,1,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-06-21,1,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-06-28,1,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-07-05,4,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-07-19,1,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-08-09,1,1,0
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-08-16,3,1,1
synthetic-person-00351,S_45ad2ab462f40091a7dad281e3039093,2026-08-23,2,1,1
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2025-09-07,7,0,0
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2025-09-28,1,1,0
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2025-10-05,1,1,1
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2025-10-19,10,1,0
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2025-10-26,2,1,1
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2025-11-02,1,1,1
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2025-12-21,2,0,0
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2026-01-11,1,1,0
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2026-03-01,1,0,0
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2026-03-08,1,1,1
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2026-04-26,3,0,0
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2026-05-03,8,1,1
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2026-05-17,1,1,0
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2026-06-07,13,1,0
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2026-07-26,1,0,0
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2026-08-02,1,1,1
synthetic-person-00351,S_b880e8c2140632e3d751bcb5350cd7d8,2026-08-30,3,1,0
synthetic-person-00351,S_381e0592e26175aaba36be75b239cfdc,2025-10-26,3,0,0
synthetic-person-00351,S_381e0592e26175aaba36be75b239cfdc,2026-01-11,1,0,0
synthetic-person-00351,S_381e0592e26175aaba36be75b239cfdc,2026-03-22,1,0,0
synthetic-person-00351,S_381e0592e26175aaba36be75b239cfdc,2026-06-14,3,0,0
synthetic-person-00351,S_381e0592e26175aaba36be75b239cfdc,2026-06-28,1,1,0
synthetic-person-00351,S_381e0592e26175aaba36be75b239cfdc,2026-07-19,1,1,0
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2025-09-07,1,0,0
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2025-11-02,2,0,0
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2025-11-09,3,1,1
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2025-12-28,1,0,0
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2026-01-18,1,1,0
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2026-02-08,1,1,0
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2026-04-19,1,0,0
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2026-04-26,2,1,1
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2026-05-10,3,1,0
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2026-07-12,1,0,0
synthetic-person-00351,S_3a463dfd1c869be5d53a1bf1992a2a80,2026-08-30,1,0,0
synthetic-person-00351,S_f55d6fc9df0c92c0951b6193836da885,2025-10-12,3,0,0
synthetic-person-00351,S_f55d6fc9df0c92c0951b6193836da885,2025-11-16,1,0,0
synthetic-person-00351,S_f55d6fc9df0c92c0951b6193836da885,2025-12-14,1,1,0
synthetic-person-00351,S_f55d6fc9df0c92c0951b6193836da885,2026-05-17,1,0,0
synthetic-person-00351,S_f55d6fc9df0c92c0951b6193836da885,2026-07-05,1,0,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2025-10-12,1,0,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2025-10-26,1,1,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2025-11-09,1,1,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2025-11-16,2,1,1
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2025-11-23,1,1,1
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2025-12-07,1,1,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2025-12-28,2,1,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-01-04,1,1,1
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-01-11,1,1,1
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-03-01,1,0,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-03-08,2,1,1
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-04-12,1,0,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-05-03,1,1,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-05-17,1,1,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-05-31,1,1,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-06-07,4,1,1
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-06-21,2,1,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-07-12,2,1,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-07-26,2,1,0
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-08-02,2,1,1
synthetic-person-00351,S_6ab77fe12f337787d8df94beab54b632,2026-09-06,2,0,0
synthetic-person-00351,S_4aeaaa3c2e2dc79804fe7a936210ecc2,2025-10-26,2,0,0
synthetic-person-00351,S_b6c0b5f2365fb8fd8a635a3825239599,2025-11-16,1,0,0
synthetic-person-00351,S_b6c0b5f2365fb8fd8a635a3825239599,2026-01-04,2,0,0
synthetic-person-00351,S_b6c0b5f2365fb8fd8a635a3825239599,2026-01-25,8,1,0
synthetic-person-00351,S_b6c0b5f2365fb8fd8a635a3825239599,2026-03-08,10,0,0
synthetic-person-00351,S_b6c0b5f2365fb8fd8a635a3825239599,2026-04-12,1,0,0
synthetic-person-00351,S_b6c0b5f2365fb8fd8a635a3825239599,2026-05-10,1,1,0
synthetic-person-00351,S_b6c0b5f2365fb8fd8a635a3825239599,2026-06-28,1,0,0
synthetic-person-00351,S_b6c0b5f2365fb8fd8a635a3825239599,2026-07-12,2,1,0
synthetic-person-00351,S_b6c0b5f2365fb8fd8a635a3825239599,2026-09-06,1,0,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2025-09-14,2,0,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2025-10-26,3,0,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2025-11-23,1,1,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2025-12-14,1,1,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2025-12-21,1,1,1
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2025-12-28,1,1,1
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2026-01-18,2,1,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2026-02-01,1,1,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2026-03-22,1,0,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2026-06-07,1,0,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2026-06-28,1,1,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2026-08-02,2,0,0
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2026-08-09,5,1,1
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2026-08-16,1,1,1
synthetic-person-00351,S_e613551497a9891f3664ad4d148436bf,2026-08-30,1,1,0
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2025-09-21,3,0,0
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2025-11-09,2,0,0
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2025-11-16,2,1,1
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2025-11-23,2,1,1
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2025-11-30,2,1,1
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2025-12-07,1,1,1
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2025-12-14,2,1,1
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2026-01-25,1,0,0
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2026-02-22,1,1,0
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2026-03-29,2,0,0
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2026-05-24,1,0,0
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2026-06-14,2,1,0
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2026-06-21,1,1,1
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2026-06-28,1,1,1
synthetic-person-00351,S_9f34f47eed16d82e5e72472e470e9eb1,2026-07-19,1,1,0
