AgentId,AgentName,CreatorType,PublishingSource
S_e4535b28c150a9fdf17c3b47f9d4c099,Policy Assistant Gamma 0590,Your org,Other
S_435e217a637a9ed39e1369d20cb74102,Customer Assistant Gamma 0591,User,Other
S_afbe81afd58458d2f60893acf92769aa,Finance Assistant Gamma 0592,User,Other
S_0bba32640262e659aafda735a1d3bf66,People Assistant Gamma 0593,User,Other
S_655be3ecf216ce0e015aa91bdfd52f11,Data Assistant Gamma 0594,User,Other
S_85966b05eedbcabadc272339bd3dbff7,Process Assistant Gamma 0595,User,Agent Builder
S_a66e75444459fd301179bf70892a890f,Quality Assistant Gamma 0596,User,Other
S_223743f0566b87cceff14144aa3d6ca4,Comms Assistant Gamma 0597,User,Other
S_dbf4dcb7ae142783772a28ee50418571,Review Assistant Gamma 0598,User,Other
S_4a0b3f4bddc837b70fbff6356974a517,Onboarding Assistant Gamma 0599,User,Other
S_f03a5a6cb4a7f03548e82fd9a9ed2074,Reporting Assistant Gamma 0600,User,Other
S_df279f53506ab6fb2c940e04ca92b0be,Workspace Guide Gamma 0601,User,Other
S_47a37de58f269c3cd583943d669439d0,Knowledge Guide Gamma 0602,User,Microsoft Copilot Studio
S_25b0007d35603f5b52105952ac44ce69,Support Guide Gamma 0603,User,Other
S_13017820af8e07ccf0765c564553cd98,Planning Guide Gamma 0604,User,Other
S_93516021ff770834de7e775d1a3d80d8,Insight Guide Gamma 0605,User,Other
S_11f23474b96e0b7aa7ac31d8d10bf4af,Briefing Guide Gamma 0606,User,Other
S_632c10e43917c7b4a23c40817cc8c9b7,Research Guide Gamma 0607,User,Other
S_4285f5a4d11985b5bf5893f862bf7278,Drafting Guide Gamma 0608,User,SharePoint
S_42c9f014f640b23790b8d990563cfd1a,Operations Guide Gamma 0609,User,Agent Builder
S_2829579a93afc87cd7a6db21ae2aa5fa,Service Guide Gamma 0610,User,Other
S_93dff4f3cf7bd1202d038a6b97d8db26,Learning Guide Gamma 0611,User,Agent Builder
S_1aab6759722395b2074c0e8919c24026,Feedback Guide Gamma 0612,User,Other
S_d0854d2c5d4864cda862f5dbf34810b1,Project Guide Gamma 0613,User,Other
S_6e4eb73681ca3743d5a8cf23aa8bee61,Policy Guide Gamma 0614,User,Other
S_fce9ec6e3e20fe4723cdfb003649ea33,Customer Guide Gamma 0615,User,Other
S_872d03ff59d9236c564bd06c3e437cc6,Finance Guide Gamma 0616,User,Other
S_7076cd675f60389d7e71354217e69376,People Guide Gamma 0617,User,Other
S_9d0e07c693bedadfa564bc10ecdf09e1,Data Guide Gamma 0618,User,Other
S_70ba07d9e76c14331fee329a148785ad,Process Guide Gamma 0619,User,Agent Builder
S_b983678945635e82bbf2db965c966a3e,Quality Guide Gamma 0620,User,Other
S_3e1ff1f9313b4e82fa063d2526436ca2,Comms Guide Gamma 0621,User,Other
S_f45d6dae790822725cb614ece7f129ee,Review Guide Gamma 0622,User,Other
S_1e9cf48e2bb24685118824e402889170,Onboarding Guide Gamma 0623,User,SharePoint
S_d2369123c23b43136c6e173931009011,Reporting Guide Gamma 0624,User,Other
S_571bebc1dfdcb341954ecf36a2162321,Workspace Coach Gamma 0625,User,Other
S_820935ea158a94b4e9c5e76305605009,Knowledge Coach Gamma 0626,User,Other
S_e121e654e1dad10cf4f346b2a4599855,Support Coach Gamma 0627,User,Agent Builder
S_080d519816e23207f9b5910afd3fc6cf,Planning Coach Gamma 0628,Your org,Other
S_92571a74c7ffb52acb4d3f57a510ff0d,Insight Coach Gamma 0629,User,Other
S_70865f5dba1ad4f7e452524da4d8870e,Briefing Coach Gamma 0630,User,Other
S_b3a9f962975611b7568cb460b6c19893,Research Coach Gamma 0631,User,Other
S_f67c6e599749e41d92631489c04da92a,Drafting Coach Gamma 0632,User,Agent Builder
S_67603f3d6ccafd77ebd894913a7407bf,Operations Coach Gamma 0633,User,Other
S_7152162075ba9567b1a119b0d7f48def,Service Coach Gamma 0634,User,Other
S_536ec07c3b42bbaf6cd427a6016410d5,Learning Coach Gamma 0635,User,Other
S_f733ed8bcb881cb12341549ac558e9d6,Feedback Coach Gamma 0636,User,Other
S_3d9037b4da82a4a43717a3ff4aa4620e,Project Coach Gamma 0637,User,Other
S_4a402b94e6f998dab307b1ce1774cc41,Policy Coach Gamma 0638,User,Other
S_86beb33158da7d8ac7f693a8c7898077,Customer Coach Gamma 0639,User,Microsoft Copilot Studio
S_bc75c79e8efc63bda8a398615738404b,Finance Coach Gamma 0640,User,Agent Builder
S_2cdd30e8119bc9fb725d59574b7ef0f2,People Coach Gamma 0641,Your org,Other
S_b330ccb43146c07b7b63d987020e1516,Data Coach Gamma 0642,User,Other
S_75f3f061e6ccb304933d1326a97a84ef,Process Coach Gamma 0643,User,Other
S_cb4f0716eace91afecf78a9500d5b67a,Quality Coach Gamma 0644,User,Other
S_9a3b55bb8585d68018eb1c4de4c03724,Comms Coach Gamma 0645,Microsoft,Microsoft other
S_6ee5278bb1cb5a46691fffaf50b2bac3,Review Coach Gamma 0646,User,Other
S_80951e1b6544545e67b84864c97df473,Onboarding Coach Gamma 0647,User,Other
S_a102d02ba6ceccbf31e56bafb001d54d,Reporting Coach Gamma 0648,User,Other
S_97f0e6ed9b6d20660c75867d642c2ebd,Workspace Helper Gamma 0649,User,Other
S_e1ff37319c043038deda7766fd228ac3,Knowledge Helper Gamma 0650,User,Other
S_9855600fa09aeeec348d4e74334030f3,Support Helper Gamma 0651,User,Other
S_0543d54848124976697677dff05e3a9e,Planning Helper Gamma 0652,User,Other
S_ae625b1c76613d4e0cfc8043315a1b81,Insight Helper Gamma 0653,User,Microsoft Copilot Studio
S_ca4d0d621e55a54a1c92c02e572bfee5,Briefing Helper Gamma 0654,User,Other
S_ef9e53f290b287dc549dee528b72306a,Research Helper Gamma 0655,User,Microsoft Copilot Studio
S_4b0d70f79094acee3aa90ae1035ee404,Drafting Helper Gamma 0656,User,Other
S_ce47a8f365cc5f629abedeba046fa38e,Operations Helper Gamma 0657,User,Other
S_c51fa38ed646081666553cb253b21bc0,Service Helper Gamma 0658,User,Other
S_892b9102a57a9154be5f4cd605ff2c40,Learning Helper Gamma 0659,User,Other
S_68afc73e9f28eb843a5907fa2923daae,Feedback Helper Gamma 0660,Microsoft,Microsoft other
S_ebb2498fd9141875d9a4b6340fd19866,Project Helper Gamma 0661,Microsoft,Microsoft other
S_6cebd4989e29a4685d3a1d2eb17e92e9,Policy Helper Gamma 0662,User,Other
S_13efd84f90c22fd25fc4884f60439ce5,Customer Helper Gamma 0663,User,Other
S_81b16844a0799c5d87b6e4c6bcfd3405,Finance Helper Gamma 0664,User,Agent Builder
S_5c8313e3eb55d35b14e9d2e382db54f3,People Helper Gamma 0665,User,Agent Builder
S_a50ef4d0157e8872306b3b68636a0f05,Data Helper Gamma 0666,User,Other
S_e9950cd85fd426a860b759b7e64db513,Process Helper Gamma 0667,User,Other
S_e0b387cb52fdad88facade450a449e36,Quality Helper Gamma 0668,User,Agent Builder
S_8fe76282206b5873889749bb106d6806,Comms Helper Gamma 0669,Your org,Other
S_abaec5cee090c3db572363c750f48339,Review Helper Gamma 0670,User,Other
S_2796ff1acdb03135b645eb3cc20f46b4,Onboarding Helper Gamma 0671,User,Other
S_92ea2583cdaa96fbb301c03c20e3f56f,Reporting Helper Gamma 0672,User,Agent Builder
S_ef799284dc1f7e18b80f21784b5aed0e,Workspace Advisor Gamma 0673,User,Agent Builder
S_92764ee7163d6a60a8e8d7a526c24d1b,Knowledge Advisor Gamma 0674,User,Other
S_202d371b89ef9b18222f2f022813f33d,Support Advisor Gamma 0675,User,Agent Builder
S_1eadcc275ead959696347fe4e3208cd4,Planning Advisor Gamma 0676,User,Other
S_b85f3aecebcfb03b338ac53253477a0f,Insight Advisor Gamma 0677,User,Other
S_7b63034df5c871efdb140733dc0c5d25,Briefing Advisor Gamma 0678,User,Other
S_2b5b7e6d8b85133bfd50abd11ef6ad68,Research Advisor Gamma 0679,User,Other
S_31d626c17e2f0fe7499acc5ae95a3ecc,Drafting Advisor Gamma 0680,User,Other
S_e6bb18f8aeb7518f99bccdf53da384f6,Operations Advisor Gamma 0681,User,Other
S_e7068ec8dd132da6e491165420b71d10,Service Advisor Gamma 0682,User,Other
S_e0e1d0707749fadb9548d86608d29a72,Learning Advisor Gamma 0683,User,Agent Builder
S_64ac6266c49d2770c21f915d9bd191a0,Feedback Advisor Gamma 0684,User,Other
S_a8151c92af2ab39c8e378db10797ddaf,Project Advisor Gamma 0685,User,Agent Builder
S_f2d97f85ffe0097aa5318e14f0478d16,Policy Advisor Gamma 0686,User,Other
S_f59f6bd1b1aaef430e6d829b13508467,Customer Advisor Gamma 0687,User,Agent Builder
S_e9512270dc4950ee6dd382e1fd19f1e0,Finance Advisor Gamma 0688,User,Other
S_305676183c662c95b11f98033a3e4496,People Advisor Gamma 0689,User,Agent Builder
S_6afa2386030c31f17d3c84383ed0a877,Data Advisor Gamma 0690,User,Other
S_c223c926292ffeb33704e3f370d01b65,Process Advisor Gamma 0691,User,Other
S_a47031d27ccf4aa2b7bd0c0b73bb8b39,Quality Advisor Gamma 0692,User,Agent Builder
S_00d295b61a943e8d6ed86832fd399d5e,Comms Advisor Gamma 0693,User,Other
S_8cc1aad899a8fb309ca8173cabd4c9ba,Review Advisor Gamma 0694,User,Agent Builder
S_cd90fde12c675da9256d006b64e8a18c,Onboarding Advisor Gamma 0695,User,Other
S_f06ef84385ccd74c50a397b0c1863149,Reporting Advisor Gamma 0696,User,Agent Builder
S_516ed456129e0e486d0aaeeccf528e9a,Workspace Companion Gamma 0697,User,Other
S_b5f6a771e915ee0478f758fbfb98b5eb,Knowledge Companion Gamma 0698,User,Other
S_cf802a9392b05bb04e8f66449dda40b1,Support Companion Gamma 0699,User,Agent Builder
S_4c42e6cfd5313e627be9e52aa60afe96,Planning Companion Gamma 0700,User,Other
S_63a5ba4ce87ac23835adf220021fd3c4,Insight Companion Gamma 0701,User,Other
S_bf51b412a670e7455d1c94c8aa01df47,Briefing Companion Gamma 0702,User,Other
S_c61993b8cba6baab3ab7b16e6d41fbc1,Research Companion Gamma 0703,User,Other
S_710dd8e65c582f95ae72c2a6bc4f13c0,Drafting Companion Gamma 0704,User,Agent Builder
S_7d770bfdaf6c4b5251e01ffb720a764a,Operations Companion Gamma 0705,User,Other
S_617f4399910c9b889ba2c50455c0b41e,Service Companion Gamma 0706,User,Other
S_16a0b8ce415dd71dce314722e7627758,Learning Companion Gamma 0707,User,Other
S_a8a6a3309085cacdb875f968b8a74245,Feedback Companion Gamma 0708,User,Other
S_c7fee2339c88a6c9510014a6aaf51223,Project Companion Gamma 0709,User,Other
S_bcda903698f0e03398696644b56256be,Policy Companion Gamma 0710,User,Other
S_63a61655d80888c48e490203be2c2ed0,Customer Companion Gamma 0711,User,Other
S_7144708481d64968ae225858a1ce818a,Finance Companion Gamma 0712,User,Agent Builder
S_0a70134bccb34b439354412e7423d310,People Companion Gamma 0713,User,Other
S_d4cf98b3b3b8ab55d76caaf88eacd7e7,Data Companion Gamma 0714,User,Other
S_7258dfddacaddc42f98c803ff0aedb8e,Process Companion Gamma 0715,User,Other
S_4c5a1c5fdbad938e088f1059ccd08d70,Quality Companion Gamma 0716,User,Other
S_98d29e7046b26b16c04938c30d9bd619,Comms Companion Gamma 0717,User,Agent Builder
S_0a8fb8be02153623c527282bc2f26242,Review Companion Gamma 0718,User,Other
S_51f3bbb5581d89dc23c1794e6cdfc127,Onboarding Companion Gamma 0719,User,Other
S_ebaf74bb88f35b9c45c0a9538ebd7cc4,Reporting Companion Gamma 0720,User,Other
S_9514cd8925009a9b004bab4758be35e1,Workspace Navigator Gamma 0721,User,Other
S_80cda8057161a1419ecd3b2931346b3d,Knowledge Navigator Gamma 0722,User,Other
S_4cbd0bd4ac72e0236babacac2ea7d7d9,Support Navigator Gamma 0723,User,Agent Builder
S_73a119ff87b297f4ec94a9b9e0f16d3a,Planning Navigator Gamma 0724,User,Other
S_a7716d3f4db71141dd7d6d7d5630640c,Insight Navigator Gamma 0725,User,Other
S_044340f380113cce18814ab1a6c224c3,Briefing Navigator Gamma 0726,User,Other
S_8152ebac75d2c6f159c81fed8e1353ad,Research Navigator Gamma 0727,User,Other
S_279daacd8d3e7839e5d98a64fd03d191,Drafting Navigator Gamma 0728,User,Other
S_aa5ea02047496e910d32ef21e48a48c3,Operations Navigator Gamma 0729,User,Other
S_081d935cc5f1b9ac4bb3544470f32554,Service Navigator Gamma 0730,User,Other
S_423eb74246123531b879a2584f3599ec,Learning Navigator Gamma 0731,User,Other
S_50d8dea854ccb530908c604e4a863cb5,Feedback Navigator Gamma 0732,User,Other
S_683a613adb26674c1ea678af526d527c,Project Navigator Gamma 0733,User,Other
S_6675b7ec9e6b7f873814b402e459e6e0,Policy Navigator Gamma 0734,User,Other
S_cea4a6656b06ed86dcf34148e21a0ea8,Customer Navigator Gamma 0735,User,Other
S_3f4e6cd8f4d15e7122b4d4112d0d15ee,Finance Navigator Gamma 0736,User,Other
S_a8404d34a3bd314f245df070a8ae7ee4,People Navigator Gamma 0737,User,Other
S_2197e7353d3201e0fad661ab7dedacd1,Data Navigator Gamma 0738,User,Other
S_524dec6142ee9a6af27ab98cb6b6c976,Process Navigator Gamma 0739,User,Agent Builder
S_f55d6fc9df0c92c0951b6193836da885,Quality Navigator Gamma 0740,User,Other
S_6c6ba313dd8c4d85a77c2510e5e8aed9,Comms Navigator Gamma 0741,User,Other
S_9407a2508e8aa85fd0453e5c4ece1158,Review Navigator Gamma 0742,User,Agent Builder
S_bf184e15b9480684b6f5be3ef3d5faf7,Onboarding Navigator Gamma 0743,User,Agent Builder
S_a88b1d5597ab81935ddb8f42e650a650,Reporting Navigator Gamma 0744,User,Other
S_a39d3de69aaa649d2b3e5801972b2ba0,Workspace Planner Gamma 0745,User,Agent Builder
S_b702e3fc14e20adbe014488a00535566,Knowledge Planner Gamma 0746,User,Other
S_747fbecce5866b70a8098d8ea8ad23a2,Support Planner Gamma 0747,User,Other
S_fdcf42ff0926612765514e4568679328,Planning Planner Gamma 0748,User,Agent Builder
S_5ebb16403a2b5d1a7e0b89b0c5ade137,Insight Planner Gamma 0749,User,Agent Builder
S_87273b956f8529cec929b877c7847a42,Briefing Planner Gamma 0750,User,Other
S_18388ddbc734c8c21253bc45b4dffbb6,Research Planner Gamma 0751,User,Other
S_58d7ff112a47aae96e4c759eb4e7ed9f,Drafting Planner Gamma 0752,User,Agent Builder
S_9bb67c38058783b8b5bffb939306f83d,Operations Planner Gamma 0753,User,Other
S_516a32eb4c788942aec1e0a7b702218f,Service Planner Gamma 0754,User,Other
S_5db752f4fdaa2166ad18c499ad4fc271,Learning Planner Gamma 0755,User,Agent Builder
S_fc8d21d994760892a307fd5bd9bf224a,Feedback Planner Gamma 0756,User,Other
S_d8f4f19a92c44c9ef51ba722c0a7c474,Project Planner Gamma 0757,User,Other
S_c167a1085cae82ebc35ad31815f91272,Policy Planner Gamma 0758,User,Other
S_39f01515993911e57bf5b27c4a363be4,Customer Planner Gamma 0759,User,Other
S_73e880d2eb406e78bde02a6efefbc254,Finance Planner Gamma 0760,User,Other
S_fb11950795ff052fe38990bc44e082fc,People Planner Gamma 0761,User,Agent Builder
S_71345d1d973728489fd5dc9e0768ce3b,Data Planner Gamma 0762,User,Other
S_0b6c49a286e4bf8b3f559f9b32db0e2d,Process Planner Gamma 0763,User,Other
S_a32ddec78df6584e7c785b2fa97f4a43,Quality Planner Gamma 0764,User,Other
S_9419b12c01395d1520041bab2d5210b3,Comms Planner Gamma 0765,User,Other
S_f68356b58248531d8fa9b9ae68a8d91e,Review Planner Gamma 0766,Your org,Other
S_8012528aab802eb261a45a0ecf3a9383,Onboarding Planner Gamma 0767,User,Other
S_5081ea3facd75083248f0a2b5f2c0e68,Reporting Planner Gamma 0768,User,Other
S_7050cbba62921f22fd295c60a45ad8e1,Workspace Analyst Gamma 0769,User,Other
S_854c82650ccec09223fd9400f9adfe37,Knowledge Analyst Gamma 0770,User,Other
S_68062645403d3de5c0aba1c8758af5dc,Support Analyst Gamma 0771,User,Other
S_259593797257fda9818cde0b8c0462f5,Planning Analyst Gamma 0772,User,Microsoft Copilot Studio
S_977c8b5197d7984d34646157fe9a48ca,Insight Analyst Gamma 0773,User,Other
S_625d5a063d600ed78132f50086f707e5,Briefing Analyst Gamma 0774,User,SharePoint
S_5b4de0b356f4cf6989fc14065b5542a1,Research Analyst Gamma 0775,User,Other
S_4c8d77e7f96463ba60f342f854afbc12,Drafting Analyst Gamma 0776,User,Agent Builder
S_adb7326e44919737e0bbbc5590fd83c4,Operations Analyst Gamma 0777,User,Other
S_265be5dc2e23b84e6dccdb299040738d,Service Analyst Gamma 0778,User,Other
S_d839edcdeb360ee31b3675b65d9f9dbe,Learning Analyst Gamma 0779,User,Other
S_5e4103664a305ca4ff73b094ca0b8f6e,Feedback Analyst Gamma 0780,User,Agent Builder
S_1fef0eb407bf7df5642e364dd4996dba,Project Analyst Gamma 0781,User,Other
S_2a28bc5a4eaac34425f668cd2f49c71a,Policy Analyst Gamma 0782,Your org,Other
S_5204d4835211dfb3164b26e42ecc028a,Customer Analyst Gamma 0783,User,Other
S_9f73841b980b55b439d49584c173e3b6,Finance Analyst Gamma 0784,User,Other
S_057be0d586955d1f83208ad47bd42509,People Analyst Gamma 0785,User,Other
S_3b81d41c77829adbf63bfc2789433351,Data Analyst Gamma 0786,User,Other
S_0baffc3716f80065ebd0d95c1e344f9a,Process Analyst Gamma 0787,User,Other
S_68cb0614e18346311fdc1d297107a236,Quality Analyst Gamma 0788,User,Other
S_c03139cf83681d6a5449031a864b1b16,Comms Analyst Gamma 0789,User,Other
S_5875cb5e85da99e2b8717a4f695ede67,Review Analyst Gamma 0790,User,Other
S_6587465574e569e8d0c57962aa2236a9,Onboarding Analyst Gamma 0791,User,Other
S_3360eb8b25d3bd74e1be58f59e961940,Reporting Analyst Gamma 0792,User,Other
S_b6948ec31472c546db8262aef2b7a794,Workspace Coordinator Gamma 0793,User,Other
S_12befc8f4d61d11fa95beb1ec0423d73,Knowledge Coordinator Gamma 0794,User,Other
S_a166906637c4a55300309e37a17ac0b3,Support Coordinator Gamma 0795,User,Other
S_38385c6a7df9e2a4b2581074246311e6,Planning Coordinator Gamma 0796,User,Microsoft Copilot Studio
S_bb78f89ee7397f15a11042e1b6ac4b67,Insight Coordinator Gamma 0797,User,Other
S_5c1ed52b0bb1ac771fd3c6fe40dfe5b8,Briefing Coordinator Gamma 0798,Your org,Other
S_1ad20c91325eff4a7f39b246694b5a09,Research Coordinator Gamma 0799,User,Other
S_6b073de253e5e0408eaaf4c7f342a575,Drafting Coordinator Gamma 0800,User,Other
S_036a4e9f03b1e79137c60784c9c63e33,Operations Coordinator Gamma 0801,User,Agent Builder
S_d3645ad7f2fbead6cd05f19f86d9648e,Service Coordinator Gamma 0802,User,Other
S_439974e735912241ac3f787350b1092f,Learning Coordinator Gamma 0803,User,Other
S_dd38ec48cea3b20074690707039c10fe,Feedback Coordinator Gamma 0804,User,Other
S_de8763f8252b182efdbb97667e722506,Project Coordinator Gamma 0805,User,Other
S_b3c3eb2b121af7006a2e787de8e4f6f6,Policy Coordinator Gamma 0806,User,Other
S_24a1b7474b03937772589174e47e8d3d,Customer Coordinator Gamma 0807,User,Other
S_ba31d2f33bc1c5e4f72d96d277855f30,Finance Coordinator Gamma 0808,User,SharePoint
S_9f97b0b69f161ea1e055c0d9ca10e777,People Coordinator Gamma 0809,User,Other
S_b0d254d899b56697e90442884506c20e,Data Coordinator Gamma 0810,User,Other
S_0cc06b5bbf8b80fa2994e70c7b5cd713,Process Coordinator Gamma 0811,User,Other
S_943e2840d5c85ddab8c45a4c9d6b47f8,Quality Coordinator Gamma 0812,User,Other
S_f86589f6e5fd919d9f76fdd16cc7ea55,Comms Coordinator Gamma 0813,User,Other
S_5e7a0291778295f12a728bf608291252,Review Coordinator Gamma 0814,User,Other
S_be3ae508d20ca7c2bf6b4a4830ffc8a9,Onboarding Coordinator Gamma 0815,User,Other
S_542e40edf4ac1446049fb71d4a826a15,Reporting Coordinator Gamma 0816,User,Other
S_8a1cc1f36800ea4173b2067d697a692d,Workspace Reviewer Gamma 0817,User,Other
S_a9c45d51803f7b80de3478ca0709513e,Knowledge Reviewer Gamma 0818,User,Agent Builder
S_70a20c6d3b656e2d4daff68418af1c45,Support Reviewer Gamma 0819,User,Other
S_414e836916ed858713f87e5d26dc00fd,Planning Reviewer Gamma 0820,User,Other
S_6ab1d5a27b2c39516d809f8c8024e630,Insight Reviewer Gamma 0821,User,Other
S_8c0e9bfa89af6c3451793ef4011cd425,Briefing Reviewer Gamma 0822,Microsoft,Microsoft other
S_4512e068e1fb72e0c54496787c55d435,Research Reviewer Gamma 0823,User,Other
S_5e1fe1763e1b716ff63d6c0256510f20,Drafting Reviewer Gamma 0824,User,Agent Builder
S_ac2738757fcefa21abd6336624d0de4a,Operations Reviewer Gamma 0825,User,Other
S_fccddb978455daaf7b6b8424af32a8e0,Service Reviewer Gamma 0826,User,Agent Builder
S_836306a6b1d5752e39b1e2c0b451ac85,Learning Reviewer Gamma 0827,User,Other
S_d8d8e0dba3f61668f40aacc3c4ff7544,Feedback Reviewer Gamma 0828,User,Other
S_d03f3f8fa42b0216199ec0ef7573575e,Project Reviewer Gamma 0829,User,Other
S_65227ece8ffdebc88de422a495e3a008,Policy Reviewer Gamma 0830,User,Other
S_39514c5b67b3f9f36a70ed052f46260e,Customer Reviewer Gamma 0831,Your org,Other
S_ce6f08b187d8507e6ae24ad2dfd95cfb,Finance Reviewer Gamma 0832,User,Other
S_bf7546bb1646028497ddd13cd5ef3ab1,People Reviewer Gamma 0833,User,Other
S_9ab3c4f5ef44d664473ba16159b03421,Data Reviewer Gamma 0834,User,Other
S_f4b7d2e6e60b827549c2080984a5433d,Process Reviewer Gamma 0835,User,Other
S_b3f5c001b7bde8148fab074846a82e89,Quality Reviewer Gamma 0836,User,Other
S_ac75c597e72fc496ef9fc302f9d40a2f,Comms Reviewer Gamma 0837,User,Other
S_04fc23ec5fbab6e08c18d85a7391adbc,Review Reviewer Gamma 0838,User,Other
S_56ba3f7a570cc8f23100f229116c20e4,Onboarding Reviewer Gamma 0839,User,Agent Builder
S_dcdf3bd9768eb40fc29ce9b910efeb87,Reporting Reviewer Gamma 0840,User,Other
S_5dda6d607beecae823a6ff8cb94f3bbf,Workspace Reporter Gamma 0841,User,Other
S_93ad6d91e90624f48396b1cd299b1398,Knowledge Reporter Gamma 0842,User,Agent Builder
S_6378fb03a235d3aa9ede2f35c433b12e,Support Reporter Gamma 0843,User,Other
S_3eb4db863fcda9e8487433ffb1aa2248,Planning Reporter Gamma 0844,User,Other
S_0774ad00372f599e37684259ede188e5,Insight Reporter Gamma 0845,User,Other
S_7eeefabe7f5c86bf2ba4f82b4f260a9b,Briefing Reporter Gamma 0846,User,Other
S_0d74716ae298b212d3d9d983cf584e5c,Research Reporter Gamma 0847,User,Other
S_32b33324e17814baf40ff660ec5c21af,Drafting Reporter Gamma 0848,User,Other
S_69099467c327d260473a0c2bb83b58c3,Operations Reporter Gamma 0849,User,Other
S_39e30758d1909e378fcf323bb259de8f,Service Reporter Gamma 0850,User,Other
S_140ac41926feae1649b8b014549eb80c,Learning Reporter Gamma 0851,User,Other
S_1c227579adff4afdcbff94216b93cf2b,Feedback Reporter Gamma 0852,User,Other
S_0a1e63712574e4f890d199110237cae6,Project Reporter Gamma 0853,User,Other
S_bdd53e3f8bf18376cebd3db990b122b4,Policy Reporter Gamma 0854,User,Other
S_274001d95ce8db11bd0bffb33d75f10c,Customer Reporter Gamma 0855,User,Other
S_7fc8fd57a986d831f1064cf8243dc068,Finance Reporter Gamma 0856,User,Other
S_4db030ef98436d121f8c6728fec4a945,People Reporter Gamma 0857,User,Other
S_62f83f1513b183e88a1df0d922671910,Data Reporter Gamma 0858,User,Other
S_4deab3920975d07b7f11a48c960414c5,Process Reporter Gamma 0859,User,Other
S_84b682f3644688ca52f9a3d170808f22,Quality Reporter Gamma 0860,User,Other
S_25e90e3aaaddce0364f111ee742b31fc,Comms Reporter Gamma 0861,User,Agent Builder
S_fa9abd1aa32dcdae4d9d33c8e9621a45,Review Reporter Gamma 0862,User,Agent Builder
S_460b86782b797f87af70371e1db24f67,Onboarding Reporter Gamma 0863,User,Other
S_d7d0f8bff4e40cd579b8b785b9826bea,Reporting Reporter Gamma 0864,User,Other
S_95b38b1bb748b569d024d338918452be,Workspace Assistant Delta 0865,User,Agent Builder
S_7d124a18b3ba93b51ac45a1ada7fcd97,Knowledge Assistant Delta 0866,User,Other
S_f128aa7549b29daaa4af6a68462f2aae,Support Assistant Delta 0867,User,Other
S_e5dc050504cd5cdcd684787bac5dd987,Planning Assistant Delta 0868,User,Other
S_51a6862de9a622d6570d1d5627272465,Insight Assistant Delta 0869,User,Other
S_0ae8ae32c3bbe47caa981803d315329c,Briefing Assistant Delta 0870,User,Agent Builder
S_cb81129d0ec938c6ffac3d5fc29ec6e9,Research Assistant Delta 0871,User,Other
S_bb91818343cd74cc320fd34f3ea64b02,Drafting Assistant Delta 0872,User,Other
S_1e912546d1907edba0f9c560df9ed8c2,Operations Assistant Delta 0873,User,Other
S_1bfdb4139bf55e526a2d32a6d7aba711,Service Assistant Delta 0874,User,Agent Builder
S_bf566252ac78c785e57cbe9a93a740d0,Learning Assistant Delta 0875,User,Other
S_a47f7ceb56eae4e5a5793e5349c844c6,Feedback Assistant Delta 0876,User,Other
S_6287a1343cb7748b3b7b4639845a69d2,Project Assistant Delta 0877,User,Other
S_867b7922ee26c83f8fa5f2a46b1b92a8,Policy Assistant Delta 0878,User,Other
S_15c44681fcae9742e2625f2d6d78661c,Customer Assistant Delta 0879,User,Other
S_142a3b75c8b6e8986faa012cd934e807,Finance Assistant Delta 0880,User,Other
S_45eff16270ef862cb1c0efae88febc1c,People Assistant Delta 0881,User,Other
S_ebfeef36a855757ff6981f2cabda9373,Data Assistant Delta 0882,User,Agent Builder
S_13b306162b0a4ba9d099b522adf1f29e,Process Assistant Delta 0883,User,Other
S_f806defe7013ffb90efd73084335012f,Quality Assistant Delta 0884,User,Agent Builder
S_b4eed31a9e7d50bb67aa4986e6cad635,Comms Assistant Delta 0885,User,Other
S_f35d929042369cf042190765567cbdbc,Review Assistant Delta 0886,User,Agent Builder
S_003bfd2b827cc7e3021abfbff1c53fc4,Onboarding Assistant Delta 0887,User,Other
S_494d3f6138fade6172d2fc7717dc6946,Reporting Assistant Delta 0888,User,Other
S_ac744be07641382e8607c4229d5d7f66,Workspace Guide Delta 0889,User,Other
S_713f0da6960b8bd64f91ff0fff2784bc,Knowledge Guide Delta 0890,User,Agent Builder
S_b51ada404264127cfc5fc0ab651007c4,Support Guide Delta 0891,User,Agent Builder
S_bd8f24d6cf641509fa6706c7c3b27cc7,Planning Guide Delta 0892,User,Other
S_67fe694805adc4be0a46bf16f786d0c5,Insight Guide Delta 0893,User,Agent Builder
S_efe03c75cce1a17614a8b2599c77bacd,Briefing Guide Delta 0894,User,Other
S_9340e133f32ac3d5f6e8a6d9071e6542,Research Guide Delta 0895,User,Other
S_5ea6a9bcf49daaa1b79cbba87d122dfc,Drafting Guide Delta 0896,User,Other
S_6add3b1bbab129cb065bea78f55bc843,Operations Guide Delta 0897,User,Other
S_d68592fa4ed752ef0b9db3d0f19ab6f9,Service Guide Delta 0898,User,Other
S_76fcb2bc726841361e64c11aac5af2af,Learning Guide Delta 0899,User,Other
S_93213b14e1cfdb65b0f0837a4028cfda,Feedback Guide Delta 0900,User,Agent Builder
S_230cc267210173a47b434b88199c609e,Project Guide Delta 0901,User,Other
S_fc0730648b76a7e0023fcf39a85a0155,Policy Guide Delta 0902,User,Other
