PeopleHistoricalId,IsCopilotLicensed,Organization,FunctionType,LevelDesignation,IsManager,Team,Role,Seniority,Tenure,IsDeveloper
5e3944b2-ebae-3f0f-9a92-b3fe6feac3a01784160000,false,Business Unit B,Engineering,Individual Contributor,No,Identity,Engineering management,Experienced,Over 5 years,Yes
5f76ba6d-1bf0-3e51-b2e4-3a6d19bc39b91784160000,true,Business Unit C,Engineering,Individual Contributor,No,Data Engineering,Infrastructure engineering,Early career,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b1784160000,true,Business Unit A,Marketing,Individual Contributor,No,Platform,Application engineering,Experienced,2 to 5 years,Yes
6001b0b7-96fc-3fe1-aef1-329c8e2f62ce1784160000,true,Business Unit B,Engineering,Manager,Yes,Developer Experience,Application engineering,Experienced,2 to 5 years,Yes
6023f245-d541-3024-af5c-862bb7a7080e1784160000,true,Business Unit B,Marketing,Senior Manager,Yes,Identity,Other job families,Senior / lead,Under 2 years,No
617065f0-5c37-32d6-a3d6-dc223ac898b31784160000,false,Business Unit B,Finance,Individual Contributor,No,Identity,Application engineering,Early career,Under 2 years,Yes
621532c6-ec2b-3c49-a089-bc99f5432d5a1784160000,true,Business Unit A,Marketing,Manager,Yes,Payments,Other job families,Senior / lead,Over 5 years,No
6271f3a4-d7ee-32a8-83c9-c09d344192ab1784160000,false,Business Unit A,Sales,Manager,Yes,Data Engineering,Other job families,Experienced,Under 2 years,No
639a5d6e-b6cd-3a2c-94ac-89901964b47b1784160000,false,Business Unit E,Engineering,Individual Contributor,No,Data Engineering,Infrastructure engineering,Early career,Under 2 years,Yes
64b0ba20-1b28-3b6c-9ffc-402714ee02451784160000,true,Business Unit A,Marketing,Director,Yes,Identity,Application engineering,Experienced,2 to 5 years,Yes
652fc662-38d3-3ad5-b484-6b15b1ff60d91784160000,true,Business Unit D,Product,Manager,Yes,Data Engineering,Other job families,Early career,Over 5 years,No
66022adb-49a5-329b-9ab6-2ff9386d2f881784160000,true,Business Unit B,Product,Senior Manager,Yes,Data Engineering,Other job families,Experienced,Over 5 years,No
66323fa1-7d1c-3f14-b667-64a6338010891784160000,true,Business Unit D,Legal,Individual Contributor,No,Payments,Other job families,Early career,2 to 5 years,No
67039b27-800b-3a58-9a33-f99a6beae2371784160000,true,Business Unit D,Engineering,Individual Contributor,No,Data Engineering,Infrastructure engineering,Senior / lead,Over 5 years,Yes
677911e4-74ab-36e6-b2e8-9e7f977232fd1784160000,false,Business Unit A,Engineering,Individual Contributor,No,Platform,Engineering management,Experienced,Under 2 years,Yes
67aa2391-02c1-31e0-9d9f-f4b6b5f8f1f61784160000,true,Business Unit C,Operations,Senior Manager,Yes,Platform,Other job families,Senior / lead,Under 2 years,No
68b45261-85be-3d03-a069-5aa6ffe8e8ca1784160000,true,Business Unit E,Engineering,Individual Contributor,No,Payments,Application engineering,Experienced,Under 2 years,Yes
6984a8d2-01ac-327f-95e5-e2b4462ce3e31784160000,true,Business Unit B,Operations,Senior Manager,Yes,Developer Experience,Other job families,Early career,Under 2 years,No
698a9ac8-81e6-3b0e-aa91-81374d9c75f61784160000,false,Business Unit E,Product,Manager,Yes,Payments,Other job families,Senior / lead,Over 5 years,No
69c9a203-31bd-35a4-88fa-bd6f180a953c1784160000,true,Business Unit E,Product,Individual Contributor,No,Mobile,Other job families,Experienced,Over 5 years,No
6a5b5baa-1f05-3d64-a1f4-6971499443c41784160000,true,Business Unit A,Sales,Individual Contributor,No,Platform,Application engineering,Early career,Under 2 years,Yes
6a620372-f31e-349c-b6c6-0e040a3edb641784160000,true,Business Unit A,Marketing,Individual Contributor,No,Identity,Application engineering,Early career,Under 2 years,Yes
6a9b4280-9725-374a-ba61-c817563f0dc81784160000,true,Business Unit D,Human Resources,Individual Contributor,No,Mobile,Other job families,Senior / lead,Under 2 years,No
6ae217f5-b0c7-30c7-b14e-dd22229b80ba1784160000,true,Business Unit A,Operations,Individual Contributor,No,Payments,Other job families,Experienced,Under 2 years,No
6b3330d9-5d0e-3837-aa46-e24936a10db41784160000,true,Business Unit A,Engineering,Individual Contributor,No,Developer Experience,Infrastructure engineering,Senior / lead,Over 5 years,Yes
6c21f96e-4015-302f-a95a-0918b22b3ad81784160000,true,Business Unit E,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Experienced,Under 2 years,Yes
6c846031-433a-341b-99fa-c015b0cb38ef1784160000,true,Business Unit A,Product,Manager,Yes,Payments,Application engineering,Senior / lead,Under 2 years,Yes
6caa45a8-6d83-3033-a787-c79085beec371784160000,false,Business Unit A,Product,Individual Contributor,No,Platform,Application engineering,Experienced,2 to 5 years,Yes
6ce89cd6-4a97-3e4a-a401-a644826171211784160000,true,Business Unit E,Operations,Individual Contributor,No,Mobile,Other job families,Experienced,Under 2 years,No
6e8a1cb9-329d-3c5e-8d21-4c46a734d1e91784160000,true,Business Unit E,Product,Individual Contributor,No,Mobile,Application engineering,Experienced,Over 5 years,Yes
6ff1e3af-80cd-3580-af93-50f7bd0850de1784160000,true,Business Unit B,Operations,Individual Contributor,No,Platform,Application engineering,Experienced,2 to 5 years,Yes
700eb34e-c559-3fcc-a5fc-ffac36a245101784160000,true,Business Unit B,Finance,Manager,Yes,Platform,Other job families,Experienced,2 to 5 years,No
701bd30e-3432-36a5-ae12-8035155114391784160000,true,Business Unit D,Sales,Individual Contributor,No,Identity,Other job families,Early career,2 to 5 years,No
7254494c-fbeb-3dc4-80ee-30c6f6c225991784160000,true,Business Unit B,Engineering,Individual Contributor,No,Payments,Application engineering,Experienced,Over 5 years,Yes
726b9bfe-95f4-3e63-97ce-3fb66f14b0691784160000,true,Business Unit A,Operations,Individual Contributor,No,Platform,Other job families,Senior / lead,Over 5 years,No
72e3323e-cebd-3aa6-a736-9022afb37e211784160000,false,Business Unit E,Product,Individual Contributor,No,Data Engineering,Infrastructure engineering,Experienced,Over 5 years,Yes
73ce2533-40dd-3735-9acc-50d98428ffb51784160000,true,Business Unit A,Sales,Manager,Yes,Data Engineering,Other job families,Experienced,Over 5 years,No
745d78f2-7f7a-3cdd-af4f-c4c3f0a18dbb1784160000,true,Business Unit A,Engineering,Individual Contributor,No,Payments,Application engineering,Experienced,Over 5 years,Yes
746adeaf-1420-3eac-8391-92cd9b01c8b91784160000,true,Business Unit E,Operations,Individual Contributor,No,Data Engineering,Application engineering,Experienced,Over 5 years,Yes
74cd4f7c-116b-3316-bf7f-eb46458694da1784160000,true,Business Unit B,Product,Manager,Yes,Payments,Engineering management,Senior / lead,2 to 5 years,Yes
7589231d-ec24-3f8f-b213-0f79989ace231784160000,false,Business Unit C,Product,Individual Contributor,No,Payments,Other job families,Experienced,Over 5 years,No
75b45819-0131-3505-a67e-213e6e87963f1784160000,false,Business Unit C,Engineering,Individual Contributor,No,Mobile,Application engineering,Senior / lead,Under 2 years,Yes
75be5782-378c-39b7-8d80-e4225331c4781784160000,true,Business Unit A,Product,Manager,Yes,Data Engineering,Application engineering,Early career,Under 2 years,Yes
75c008ab-9d95-3b45-b06c-1ba571bc78951784160000,true,Business Unit A,Engineering,Individual Contributor,No,Platform,Application engineering,Senior / lead,2 to 5 years,Yes
760b65eb-45d9-332e-bbdd-15ad2c3223bc1784160000,true,Business Unit E,Product,Senior Manager,Yes,Data Engineering,Infrastructure engineering,Experienced,2 to 5 years,Yes
76279961-fbe0-3d18-9666-6ec40e422fa41784160000,true,Business Unit B,Legal,Individual Contributor,No,Data Engineering,Other job families,Experienced,2 to 5 years,No
76441448-b6b1-3198-94b4-738254541c0e1784160000,true,Business Unit A,Marketing,Manager,Yes,Payments,Other job families,Senior / lead,Under 2 years,No
76527bc3-cd57-3bff-bc4c-58254eb122091784160000,true,Business Unit D,Finance,Manager,Yes,Identity,Other job families,Experienced,Under 2 years,No
779e581c-a821-3108-9ebe-a92f9dcfc74c1784160000,true,Business Unit E,Marketing,Individual Contributor,No,Identity,Application engineering,Senior / lead,Under 2 years,Yes
781a0729-d247-332a-a718-196cd4f0844f1784160000,false,Business Unit B,Finance,Senior Manager,Yes,Platform,Infrastructure engineering,Early career,Over 5 years,Yes
7825a025-23b9-3955-84e6-3a54c38e86e41784160000,true,Business Unit C,Engineering,Senior Manager,Yes,Data Engineering,Infrastructure engineering,Early career,2 to 5 years,Yes
79874361-3477-38db-9fbd-fc39d1713d691784160000,true,Business Unit C,Sales,Senior Manager,Yes,Platform,Infrastructure engineering,Experienced,2 to 5 years,Yes
79e14acf-882a-30b4-9f1b-b73e766abfb61784160000,true,Business Unit E,Operations,Manager,Yes,Developer Experience,Other job families,Experienced,Under 2 years,No
7a652bd5-5dff-3529-bb79-b3bb82fe0cd11784160000,true,Business Unit D,Finance,Individual Contributor,No,Payments,Other job families,Early career,Under 2 years,No
7a7af6a0-86f2-31f0-bb17-7e3d8de4ba8a1784160000,false,Business Unit E,Marketing,Individual Contributor,No,Mobile,Infrastructure engineering,Senior / lead,Over 5 years,Yes
7a81ce3b-6d3e-3961-8d22-eadf3f5ec0bc1784160000,true,Business Unit E,Marketing,Individual Contributor,No,Identity,Application engineering,Experienced,Over 5 years,Yes
7b66c5d3-fdc9-36c9-94f8-beeb2151c8ed1784160000,true,Business Unit C,Finance,Individual Contributor,No,Data Engineering,Other job families,Early career,2 to 5 years,No
7bc2c0f6-4554-3c0d-a33a-dd949088b57c1784160000,true,Business Unit A,Engineering,Manager,Yes,Platform,Application engineering,Experienced,2 to 5 years,Yes
7c23dbff-03d3-3e28-aa54-5f89602222441784160000,true,Business Unit D,Sales,Individual Contributor,No,Mobile,Application engineering,Senior / lead,2 to 5 years,Yes
7d7f03e7-fd69-31bc-84ef-4d526c70500f1784160000,true,Business Unit A,Engineering,Manager,Yes,Identity,Other job families,Senior / lead,2 to 5 years,No
7e653031-4e1b-3b62-b139-168181cfc16e1784160000,true,Business Unit A,Sales,Senior Manager,Yes,Payments,Other job families,Early career,Under 2 years,No
7f426754-4ea5-368b-9dba-da13640404551784160000,true,Business Unit A,Engineering,Individual Contributor,No,Identity,Application engineering,Experienced,Under 2 years,Yes
7fb6ff11-be82-30ff-ad1d-e44ada4f46db1784160000,false,Business Unit B,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Experienced,Over 5 years,Yes
7fc14ec1-994b-3149-a5da-ecbc301167391784160000,true,Business Unit C,Engineering,Individual Contributor,No,Platform,Infrastructure engineering,Experienced,2 to 5 years,Yes
7feb497b-3ee8-39fa-9cfd-72a898f4cf471784160000,true,Business Unit D,Product,Individual Contributor,No,Mobile,Application engineering,Experienced,2 to 5 years,Yes
811e612b-5c2b-3709-9ca6-c2701930fc6f1784160000,true,Business Unit E,Finance,Individual Contributor,No,Platform,Application engineering,Experienced,Over 5 years,Yes
812c22d3-3843-3385-aa3b-aa8ae91b882a1784160000,true,Business Unit E,Finance,Individual Contributor,No,Platform,Engineering management,Early career,Under 2 years,Yes
81764ff9-1f45-3eb4-8808-37d7259d84f01784160000,true,Business Unit E,Finance,Individual Contributor,No,Identity,Other job families,Experienced,2 to 5 years,No
81e920c8-9879-3818-8272-f7289bc3315d1784160000,true,Business Unit C,Engineering,Individual Contributor,No,Mobile,Engineering management,Experienced,2 to 5 years,Yes
82a48b8e-4fa5-3f42-857c-71fbe24937aa1784160000,true,Business Unit D,Engineering,Individual Contributor,No,Data Engineering,Application engineering,Early career,Under 2 years,Yes
82b47e6e-09d7-36e6-80ab-4506629ff46b1784160000,true,Business Unit B,Product,Manager,Yes,Platform,Application engineering,Experienced,Over 5 years,Yes
82c3fd8c-b5b6-3f17-a531-ec390bebae641784160000,true,Business Unit B,Marketing,Individual Contributor,No,Mobile,Other job families,Senior / lead,Over 5 years,No
834aa49a-5a2a-30db-8385-ad60aed26cd71784160000,false,Business Unit E,Engineering,Individual Contributor,No,Data Engineering,Infrastructure engineering,Experienced,2 to 5 years,Yes
838329a7-8b32-3607-898d-b7874b54e47a1784160000,false,Business Unit B,Operations,Senior Manager,Yes,Platform,Other job families,Senior / lead,2 to 5 years,No
83ac466b-0a2c-3b9f-bc16-cc1733598dc11784160000,true,Business Unit B,Product,Individual Contributor,No,Payments,Infrastructure engineering,Senior / lead,Over 5 years,Yes
84851a10-43f1-3fc8-a358-06f529f15c331784160000,true,Business Unit A,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,2 to 5 years,Yes
84dcbd6d-e273-316b-8912-4ed74ff8a9be1784160000,true,Business Unit A,Engineering,Individual Contributor,No,Platform,Infrastructure engineering,Experienced,2 to 5 years,Yes
84f354b1-00ae-34ba-b443-ccd2efee613c1784160000,true,Business Unit C,Product,Individual Contributor,No,Data Engineering,Application engineering,Senior / lead,2 to 5 years,Yes
85a330d7-812f-36b8-a445-d8a23c37f4ef1784160000,true,Business Unit D,Marketing,Individual Contributor,No,Developer Experience,Other job families,Experienced,Under 2 years,No
85b813b6-f891-30ae-bd5d-0ba096292cfd1784160000,true,Business Unit D,Marketing,Individual Contributor,No,Payments,Other job families,Early career,Over 5 years,No
85cb1e88-d121-35a6-a362-3cdc80917d441784160000,true,Business Unit A,Marketing,Individual Contributor,No,Identity,Application engineering,Senior / lead,Over 5 years,Yes
86a53618-ee86-3705-9b6b-f5372a406e5d1784160000,true,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Senior / lead,Under 2 years,Yes
8715b430-a9e9-3ae0-b5bb-8f5e41bf21791784160000,true,Business Unit A,Finance,Manager,Yes,Platform,Other job families,Senior / lead,2 to 5 years,No
87ab0257-a9f6-3705-89f8-f63b9b8f2b0c1784160000,false,Business Unit E,Finance,Individual Contributor,No,Developer Experience,Infrastructure engineering,Experienced,2 to 5 years,Yes
88f1a6d8-86b5-3702-89b7-f07d847841ec1784160000,false,Business Unit C,Legal,Senior Manager,Yes,Platform,Other job families,Experienced,2 to 5 years,No
8afb8326-5718-3380-b5bc-81ac27e0b7151784160000,false,Business Unit D,Product,Individual Contributor,No,Payments,Application engineering,Early career,2 to 5 years,Yes
8c272368-ac0c-3bc7-9568-cfbb26f8e7491784160000,true,Business Unit B,Engineering,Individual Contributor,No,Data Engineering,Application engineering,Experienced,Over 5 years,Yes
8c2e2c06-5c7a-359a-8e69-0efdfb7e79bb1784160000,true,Business Unit C,Product,Individual Contributor,No,Platform,Infrastructure engineering,Experienced,2 to 5 years,Yes
8c414798-333c-3663-bac9-84c120ae29fb1784160000,false,Business Unit B,Product,Individual Contributor,No,Identity,Infrastructure engineering,Experienced,2 to 5 years,Yes
8c5b1f37-b3ea-3b4a-a4dd-fad03cfd11b61784160000,true,Business Unit C,Engineering,Senior Manager,Yes,Developer Experience,Application engineering,Experienced,Under 2 years,Yes
8ca30a12-e5f4-3017-8037-1616e9ddbb5b1784160000,true,Business Unit A,Sales,Manager,Yes,Platform,Application engineering,Senior / lead,Over 5 years,Yes
8cb2a7d2-f605-3df9-981a-2c02b1d1a4e01784160000,true,Business Unit A,Operations,Senior Manager,Yes,Mobile,Engineering management,Experienced,Over 5 years,Yes
8ce3a609-9e37-3b54-a602-9b395e5f5a761784160000,true,Business Unit A,Sales,Individual Contributor,No,Data Engineering,Engineering management,Senior / lead,Under 2 years,Yes
8dc72d59-3896-3d24-a51b-3a8a9e1c67131784160000,true,Business Unit B,Legal,Individual Contributor,No,Payments,Infrastructure engineering,Senior / lead,2 to 5 years,Yes
8debe531-5c97-3c39-91ae-21507cdd52a81784160000,true,Business Unit A,Marketing,Director,Yes,Data Engineering,Infrastructure engineering,Experienced,2 to 5 years,Yes
8df88629-46eb-3200-924d-1f1c90cf78111784160000,true,Business Unit B,Operations,Manager,Yes,Mobile,Other job families,Early career,Under 2 years,No
8e914a83-9f14-3c6e-8220-79cebd75eda81784160000,true,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Over 5 years,Yes
8ffd14e8-5578-3411-b46c-ee81c2d1a91e1784160000,false,Business Unit D,Marketing,Manager,Yes,Platform,Other job families,Experienced,Under 2 years,No
911d2093-d19c-3f31-815c-a2815fcd39011784160000,false,Business Unit D,Sales,Individual Contributor,No,Data Engineering,Application engineering,Experienced,2 to 5 years,Yes
91ebe4d4-dcf4-3428-831e-9a8818bbd7621784160000,false,Business Unit B,Engineering,Individual Contributor,No,Platform,Application engineering,Senior / lead,2 to 5 years,Yes
929f777a-b8ac-3e16-8d77-e8ac77fd282c1784160000,true,Business Unit E,Sales,Senior Manager,Yes,Payments,Engineering management,Senior / lead,2 to 5 years,Yes
92de990d-30ce-38da-ad78-86a4a56c065b1784160000,true,Business Unit C,Engineering,Senior Manager,Yes,Data Engineering,Engineering management,Experienced,Over 5 years,Yes
93084763-350e-35f7-b44a-a8feafbcfe6e1784160000,true,Business Unit D,Engineering,Individual Contributor,No,Payments,Application engineering,Early career,Under 2 years,Yes
9317e817-504a-35a4-b7c3-68e90b432c451784160000,true,Business Unit E,Engineering,Individual Contributor,No,Payments,Infrastructure engineering,Senior / lead,2 to 5 years,Yes
949ebf54-2340-343d-959a-0f34372577da1784160000,true,Business Unit E,Product,Individual Contributor,No,Platform,Engineering management,Experienced,Over 5 years,Yes
94d906ba-1749-3d00-ac41-6a394dbe80851784160000,true,Business Unit C,Operations,Senior Manager,Yes,Developer Experience,Other job families,Early career,Over 5 years,No
956008d9-c7c8-3450-a799-ccd802fc20781784160000,true,Business Unit A,Engineering,Individual Contributor,No,Mobile,Application engineering,Senior / lead,Over 5 years,Yes
95d00df6-5f1f-32fc-8c3a-9f04665c9ac71784160000,true,Business Unit D,Finance,Individual Contributor,No,Identity,Other job families,Senior / lead,Under 2 years,No
960a5c04-f3ef-340c-af8a-48e88045ac241784160000,true,Business Unit E,Engineering,Individual Contributor,No,Payments,Infrastructure engineering,Senior / lead,Over 5 years,Yes
9661bcb6-dd62-3576-b8b0-049874fff3a11784160000,false,Business Unit A,Engineering,Individual Contributor,No,Payments,Engineering management,Senior / lead,Under 2 years,Yes
96739dc1-9e37-3b11-8e79-e0a5a57062a11784160000,true,Business Unit C,Finance,Individual Contributor,No,Platform,Infrastructure engineering,Senior / lead,2 to 5 years,Yes
96be8df1-0628-3c17-acd8-50a096438ea01784160000,false,Business Unit C,Human Resources,Senior Manager,Yes,Mobile,Infrastructure engineering,Senior / lead,Over 5 years,Yes
96deeb6a-5dea-3594-a30b-09cbb1965f521784160000,true,Business Unit B,Engineering,Senior Manager,Yes,Mobile,Engineering management,Experienced,Over 5 years,Yes
9784049c-35d1-3534-8c4b-f4cea920d4ff1784160000,true,Business Unit B,Finance,Manager,Yes,Data Engineering,Engineering management,Early career,Under 2 years,Yes
98b357c6-e458-3b53-bc66-c80eb105e3cf1784160000,true,Business Unit E,Finance,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
9a736669-65a4-3b3e-a4b5-8f6ec9654a841784160000,true,Business Unit A,Engineering,Individual Contributor,No,Identity,Infrastructure engineering,Experienced,Over 5 years,Yes
9b195b8e-28d6-386e-8990-1a5bb4dd1bdb1784160000,true,Business Unit C,Human Resources,Individual Contributor,No,Data Engineering,Engineering management,Experienced,2 to 5 years,Yes
9ba853eb-6f5c-3cb7-a12d-962e66e16f571784160000,false,Business Unit C,Engineering,Manager,Yes,Platform,Application engineering,Senior / lead,Under 2 years,Yes
9bddd6f0-dd41-333e-aac7-f757b18ea2aa1784160000,true,Business Unit E,Engineering,Manager,Yes,Developer Experience,Engineering management,Experienced,Under 2 years,Yes
9bffe43c-9c3e-3c3f-947d-b83b096a53f51784160000,true,Business Unit D,Engineering,Individual Contributor,No,Platform,Engineering management,Experienced,2 to 5 years,Yes
9c2b569e-d3f4-3c78-a57e-4d73687d2dc21784160000,true,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Senior / lead,Under 2 years,Yes
9d35e9c7-555b-37b7-adda-1a942e3c36551784160000,true,Business Unit C,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Early career,Over 5 years,Yes
9d4e9d75-07dc-3cf6-999a-9fb34aad51101784160000,true,Business Unit B,Marketing,Individual Contributor,No,Payments,Application engineering,Experienced,Under 2 years,Yes
9f49149d-e042-3a1f-bcae-0628143c89c01784160000,true,Business Unit B,Marketing,Manager,Yes,Data Engineering,Infrastructure engineering,Experienced,2 to 5 years,Yes
9f556308-7e5a-375c-8130-c6284c3c5d5c1784160000,true,Business Unit E,Operations,Manager,Yes,Developer Experience,Application engineering,Senior / lead,Over 5 years,Yes
a06461db-ef00-3481-9827-c829471e72451784160000,true,Business Unit C,Engineering,Manager,Yes,Identity,Engineering management,Experienced,Over 5 years,Yes
a0f95e73-3897-3dcc-9f5c-faad41b5219c1784160000,true,Business Unit D,Operations,Individual Contributor,No,Platform,Application engineering,Senior / lead,2 to 5 years,Yes
a12779cf-ff75-376e-9cb4-73e937a3c1641784160000,true,Business Unit B,Finance,Manager,Yes,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a167374c-1035-3668-9993-ee206522a9251784160000,true,Business Unit B,Sales,Manager,Yes,Identity,Application engineering,Experienced,2 to 5 years,Yes
a28dd92a-e0dc-31fa-8997-eba2ba2ae0dc1784160000,true,Business Unit D,Engineering,Manager,Yes,Developer Experience,Application engineering,Experienced,Over 5 years,Yes
a2c7f30a-a765-3820-af7f-dbf67c4ba83a1784160000,true,Business Unit A,Sales,Manager,Yes,Developer Experience,Application engineering,Experienced,Over 5 years,Yes
a2de86e5-02cf-3c93-9b40-f9629530b7d11784160000,true,Business Unit A,Human Resources,Senior Manager,Yes,Data Engineering,Application engineering,Experienced,2 to 5 years,Yes
a3f48154-490b-350b-9f4e-74835b5aaaae1784160000,true,Business Unit A,Engineering,Individual Contributor,No,Data Engineering,Engineering management,Experienced,2 to 5 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f271784160000,true,Business Unit B,Engineering,Individual Contributor,No,Data Engineering,Infrastructure engineering,Early career,Over 5 years,Yes
a4995fad-c53f-301a-a27a-09352f8294ad1784160000,false,Business Unit A,Sales,Individual Contributor,No,Platform,Other job families,Experienced,Under 2 years,No
a5068583-4849-35ce-900f-e2ce7f3098401784160000,true,Business Unit A,Engineering,Individual Contributor,No,Data Engineering,Infrastructure engineering,Experienced,Under 2 years,Yes
a513bb7e-87ac-35cd-b4a2-6d23427bd2fa1784160000,true,Business Unit A,Engineering,Individual Contributor,No,Identity,Application engineering,Early career,Under 2 years,Yes
a5dabd0e-e3a9-3cae-9a94-509f35ac82351784160000,false,Business Unit D,Legal,Individual Contributor,No,Data Engineering,Other job families,Early career,Under 2 years,No
a67cec0f-eda0-3d47-af0e-2bd3262a8cf91784160000,false,Business Unit D,Sales,Manager,Yes,Identity,Application engineering,Experienced,Under 2 years,Yes
a6f28fd3-5ab4-3e3e-9501-1e627e8cef981784160000,true,Business Unit D,Product,Individual Contributor,No,Data Engineering,Other job families,Experienced,Under 2 years,No
a7620434-80fb-3dc9-87cf-a93d5a60f2121784160000,false,Business Unit C,Legal,Manager,Yes,Developer Experience,Other job families,Early career,Over 5 years,No
a8d7fd17-4556-3ba6-8223-e88d8ead8fb01784160000,true,Business Unit E,Engineering,Individual Contributor,No,Payments,Engineering management,Early career,Under 2 years,Yes
a8e332b8-087a-38b0-8c1b-64db4efadc7a1784160000,false,Business Unit C,Engineering,Individual Contributor,No,Payments,Engineering management,Senior / lead,2 to 5 years,Yes
a96a11ac-c839-3a7d-8ca2-dd65ad9063161784160000,true,Business Unit D,Marketing,Manager,Yes,Platform,Application engineering,Experienced,2 to 5 years,Yes
a9b75c6d-2d40-357e-8826-df87fa3462ac1784160000,false,Business Unit C,Human Resources,Individual Contributor,No,Data Engineering,Other job families,Senior / lead,Under 2 years,No
aa6abf91-dae5-3992-8bc0-b63f1757fcd01784160000,true,Business Unit E,Product,Individual Contributor,No,Developer Experience,Engineering management,Experienced,Over 5 years,Yes
ab0c7a3d-b6a3-3c71-a9f6-6f5167fbf2d91784160000,true,Business Unit A,Sales,Individual Contributor,No,Platform,Infrastructure engineering,Experienced,2 to 5 years,Yes
ab5f37ff-9008-3c2a-a32b-c29632f4ea671784160000,true,Business Unit E,Engineering,Individual Contributor,No,Platform,Application engineering,Senior / lead,Under 2 years,Yes
ac429fef-9e6b-3e26-a5ea-3122c166230c1784160000,true,Business Unit E,Human Resources,Individual Contributor,No,Developer Experience,Infrastructure engineering,Early career,2 to 5 years,Yes
acadf00f-5359-3905-a13e-213d751bffb21784160000,false,Business Unit C,Engineering,Individual Contributor,No,Identity,Engineering management,Senior / lead,Over 5 years,Yes
ad759908-6038-3c75-a6b2-7fd42a8a03f71784160000,true,Business Unit A,Human Resources,Individual Contributor,No,Platform,Infrastructure engineering,Senior / lead,2 to 5 years,Yes
adbdc2d9-c7fd-3db5-a521-6aff752d30c21784160000,true,Business Unit A,Operations,Director,Yes,Payments,Other job families,Early career,Under 2 years,No
add8be42-d704-33cc-9b46-3f4495b0567b1784160000,true,Business Unit E,Engineering,Individual Contributor,No,Mobile,Application engineering,Experienced,Under 2 years,Yes
ae5f3d2e-f527-359d-8bcf-846f320f8e571784160000,true,Business Unit D,Sales,Individual Contributor,No,Payments,Engineering management,Experienced,Under 2 years,Yes
af0988e9-6382-33ca-b892-172fe85140981784160000,true,Business Unit A,Human Resources,Manager,Yes,Identity,Other job families,Early career,Over 5 years,No
af15418c-707a-3e54-a465-034a3b570a961784160000,true,Business Unit B,Engineering,Manager,Yes,Identity,Application engineering,Senior / lead,Over 5 years,Yes
af753398-35e3-3c49-a7bb-31e2830197f31784160000,true,Business Unit D,Operations,Senior Manager,Yes,Platform,Infrastructure engineering,Senior / lead,Under 2 years,Yes
af8385d3-26a2-37af-a11f-d340427e6c791784160000,true,Business Unit B,Engineering,Individual Contributor,No,Identity,Infrastructure engineering,Senior / lead,2 to 5 years,Yes
b08b0516-052f-31ca-baee-415f1e9f6c1d1784160000,true,Business Unit B,Engineering,Individual Contributor,No,Payments,Infrastructure engineering,Experienced,Over 5 years,Yes
b095775a-2d08-336f-bccf-d2f71dc4ba3c1784160000,true,Business Unit B,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Experienced,Under 2 years,Yes
b1d22b60-1492-37de-a246-db25e91bfb1f1784160000,true,Business Unit A,Human Resources,Manager,Yes,Mobile,Engineering management,Early career,Under 2 years,Yes
b1eab4a4-e53e-3d1c-a742-cb4d07a7dd861784160000,false,Business Unit D,Sales,Manager,Yes,Identity,Other job families,Experienced,2 to 5 years,No
b20c7e06-4ac3-32d4-be1f-8d8ca043e1241784160000,true,Business Unit D,Product,Director,Yes,Mobile,Engineering management,Early career,Under 2 years,Yes
b2f1ace7-d0c5-3276-a247-cc76aa38c3001784160000,false,Business Unit A,Sales,Individual Contributor,No,Developer Experience,Other job families,Early career,Over 5 years,No
b32150f1-1acd-3990-ad31-f63fed66b1cf1784160000,true,Business Unit D,Engineering,Individual Contributor,No,Identity,Application engineering,Experienced,Over 5 years,Yes
b516e127-e0a8-3444-a387-7ee0a83c20291784160000,true,Business Unit D,Engineering,Manager,Yes,Identity,Application engineering,Experienced,2 to 5 years,Yes
b5344373-538f-3f37-8982-c97e3158144a1784160000,true,Business Unit A,Sales,Manager,Yes,Mobile,Infrastructure engineering,Senior / lead,2 to 5 years,Yes
b5709237-397b-3941-956e-9aae6c3073df1784160000,false,Business Unit E,Sales,Individual Contributor,No,Data Engineering,Application engineering,Experienced,2 to 5 years,Yes
b571b5d8-c91f-3776-86bd-22c88c5580c21784160000,true,Business Unit B,Engineering,Manager,Yes,Mobile,Application engineering,Early career,Under 2 years,Yes
b5b7bbb0-1312-34a4-8934-10fe49cea8ed1784160000,true,Business Unit D,Product,Individual Contributor,No,Payments,Infrastructure engineering,Experienced,2 to 5 years,Yes
