"PersonId","month_key","Internal_network_size","External_network_size","Strong_ties","Diverse_ties","Network_outside_organization"
"PID0281","2026-01",65,15,22,10,6
"PID0281","2026-02",59,21,26,14,8
"PID0281","2026-03",63,18,23,8,6
"PID0281","2026-04",70,15,23,15,6
"PID0281","2026-05",63,14,21,13,7
"PID0281","2026-06",69,20,23,10,7
"PID0282","2026-01",59,13,20,9,6
"PID0282","2026-02",43,12,16,9,2
"PID0282","2026-03",38,10,11,9,4
"PID0282","2026-04",54,6,18,12,4
"PID0282","2026-05",59,14,24,10,2
"PID0282","2026-06",49,5,21,13,3
"PID0283","2026-01",48,18,16,11,4
"PID0283","2026-02",62,17,25,14,4
"PID0283","2026-03",38,12,12,8,5
"PID0283","2026-04",57,8,16,16,7
"PID0283","2026-05",43,17,13,7,7
"PID0283","2026-06",41,6,16,8,4
"PID0284","2026-01",48,17,19,12,6
"PID0284","2026-02",59,24,19,7,4
"PID0284","2026-03",41,19,13,7,5
"PID0284","2026-04",64,16,28,18,2
"PID0284","2026-05",42,11,19,7,3
"PID0284","2026-06",57,13,20,9,5
"PID0285","2026-01",54,12,19,12,1
"PID0285","2026-02",54,7,17,14,1
"PID0285","2026-03",41,12,13,12,4
"PID0285","2026-04",56,16,22,11,2
"PID0285","2026-05",44,7,15,8,3
"PID0285","2026-06",51,9,15,13,2
"PID0286","2026-01",58,5,18,16,4
"PID0286","2026-02",45,3,14,13,2
"PID0286","2026-03",37,15,15,7,4
"PID0286","2026-04",50,14,16,10,1
"PID0286","2026-05",48,10,17,9,3
"PID0286","2026-06",38,13,7,6,4
"PID0287","2026-01",78,20,24,16,6
"PID0287","2026-02",58,15,22,15,9
"PID0287","2026-03",69,9,18,16,6
"PID0287","2026-04",55,14,18,14,7
"PID0287","2026-05",72,16,27,15,6
"PID0287","2026-06",69,7,25,18,8
"PID0288","2026-01",72,8,20,16,3
"PID0288","2026-02",47,13,17,5,4
"PID0288","2026-03",38,6,16,5,4
"PID0288","2026-04",43,9,14,11,4
"PID0288","2026-05",48,4,19,8,5
"PID0288","2026-06",49,6,12,14,3
"PID0289","2026-01",40,11,16,8,4
"PID0289","2026-02",69,14,26,12,4
"PID0289","2026-03",46,12,17,6,5
"PID0289","2026-04",49,16,22,13,4
"PID0289","2026-05",57,15,21,12,4
"PID0289","2026-06",55,13,18,10,4
"PID0290","2026-01",46,15,15,12,5
"PID0290","2026-02",43,11,16,7,3
"PID0290","2026-03",47,9,17,13,4
"PID0290","2026-04",53,6,20,11,4
"PID0290","2026-05",60,13,21,12,6
"PID0290","2026-06",70,14,23,18,1
"PID0291","2026-01",54,8,12,7,5
"PID0291","2026-02",41,10,11,9,6
"PID0291","2026-03",54,6,15,15,3
"PID0291","2026-04",62,6,24,12,3
"PID0291","2026-05",65,11,22,10,6
"PID0291","2026-06",53,9,17,15,3
"PID0292","2026-01",59,21,18,11,6
"PID0292","2026-02",63,16,22,10,6
"PID0292","2026-03",66,12,24,16,7
"PID0292","2026-04",61,14,16,21,4
"PID0292","2026-05",45,9,14,15,5
"PID0292","2026-06",54,11,18,14,5
"PID0293","2026-01",54,8,21,16,2
"PID0293","2026-02",39,14,10,2,4
"PID0293","2026-03",41,18,17,12,3
"PID0293","2026-04",54,13,21,9,4
"PID0293","2026-05",58,17,15,14,5
"PID0293","2026-06",56,8,20,15,5
"PID0294","2026-01",46,7,15,15,2
"PID0294","2026-02",63,8,26,16,5
"PID0294","2026-03",39,18,12,12,3
"PID0294","2026-04",62,10,25,14,3
"PID0294","2026-05",62,11,13,14,1
"PID0294","2026-06",46,9,16,10,1
"PID0295","2026-01",50,13,12,13,6
"PID0295","2026-02",61,19,17,11,3
"PID0295","2026-03",43,16,20,10,5
"PID0295","2026-04",66,12,21,10,5
"PID0295","2026-05",59,14,18,7,3
"PID0295","2026-06",57,16,12,9,3
"PID0296","2026-01",43,3,15,12,7
"PID0296","2026-02",47,11,16,8,3
"PID0296","2026-03",49,4,19,10,1
"PID0296","2026-04",41,10,16,7,4
"PID0296","2026-05",44,12,16,10,2
"PID0296","2026-06",49,1,18,11,2
"PID0297","2026-01",70,7,26,11,5
"PID0297","2026-02",58,14,22,15,3
"PID0297","2026-03",44,17,20,10,3
"PID0297","2026-04",63,16,20,16,3
"PID0297","2026-05",55,16,21,6,5
"PID0297","2026-06",57,15,16,16,2
"PID0298","2026-01",59,17,16,9,5
"PID0298","2026-02",56,14,18,16,2
"PID0298","2026-03",56,11,17,11,3
"PID0298","2026-04",61,15,24,16,4
"PID0298","2026-05",68,16,25,16,6
"PID0298","2026-06",54,15,19,10,6
"PID0299","2026-01",50,13,19,11,3
"PID0299","2026-02",42,14,13,9,6
"PID0299","2026-03",57,10,16,11,4
"PID0299","2026-04",60,15,18,8,5
"PID0299","2026-05",53,4,21,4,4
"PID0299","2026-06",46,14,15,9,2
"PID0300","2026-01",59,12,18,12,5
"PID0300","2026-02",67,16,27,15,5
"PID0300","2026-03",73,12,24,14,3
"PID0300","2026-04",60,4,18,12,7
"PID0300","2026-05",62,11,21,16,4
"PID0300","2026-06",58,16,21,11,5
"PID0301","2026-01",60,15,19,12,6
"PID0301","2026-02",59,20,20,13,4
"PID0301","2026-03",54,20,14,14,4
"PID0301","2026-04",50,16,22,8,5
"PID0301","2026-05",63,13,24,15,7
"PID0301","2026-06",38,16,11,10,6
"PID0302","2026-01",42,15,13,7,5
"PID0302","2026-02",62,13,24,16,1
"PID0302","2026-03",51,5,15,11,5
"PID0302","2026-04",42,11,15,8,6
"PID0302","2026-05",55,12,23,9,3
"PID0302","2026-06",52,18,22,13,4
"PID0303","2026-01",53,14,17,10,3
"PID0303","2026-02",55,14,19,15,3
"PID0303","2026-03",29,16,9,9,1
"PID0303","2026-04",49,2,14,9,3
"PID0303","2026-05",45,13,7,13,1
"PID0303","2026-06",52,10,17,11,1
"PID0304","2026-01",68,14,22,16,5
"PID0304","2026-02",64,14,16,17,3
"PID0304","2026-03",71,15,24,10,1
"PID0304","2026-04",57,5,16,9,4
"PID0304","2026-05",58,11,19,22,6
"PID0304","2026-06",65,8,23,17,3
"PID0305","2026-01",52,16,15,10,3
"PID0305","2026-02",60,17,18,9,5
"PID0305","2026-03",54,16,18,13,3
"PID0305","2026-04",55,14,20,7,3
"PID0305","2026-05",55,15,21,16,3
"PID0305","2026-06",65,24,21,14,3
"PID0306","2026-01",55,11,22,8,4
"PID0306","2026-02",72,6,21,11,6
"PID0306","2026-03",63,17,19,18,7
"PID0306","2026-04",55,19,18,13,7
"PID0306","2026-05",68,16,24,9,4
"PID0306","2026-06",55,14,25,10,6
"PID0307","2026-01",51,7,16,6,3
"PID0307","2026-02",48,15,12,7,3
"PID0307","2026-03",60,5,21,15,3
"PID0307","2026-04",54,15,20,18,0
"PID0307","2026-05",51,10,15,11,3
"PID0307","2026-06",46,14,21,12,3
"PID0308","2026-01",44,14,14,3,1
"PID0308","2026-02",34,12,10,6,2
"PID0308","2026-03",50,11,11,15,3
"PID0308","2026-04",46,9,16,5,3
"PID0308","2026-05",60,17,24,15,3
"PID0308","2026-06",27,10,9,6,0
"PID0309","2026-01",63,18,23,12,4
"PID0309","2026-02",49,17,22,9,4
"PID0309","2026-03",66,11,21,14,5
"PID0309","2026-04",72,11,24,19,4
"PID0309","2026-05",58,13,18,11,4
"PID0309","2026-06",60,10,22,14,2
"PID0310","2026-01",50,10,13,11,5
"PID0310","2026-02",59,7,19,20,4
"PID0310","2026-03",41,12,10,7,6
"PID0310","2026-04",50,15,24,17,4
"PID0310","2026-05",40,11,11,9,2
"PID0310","2026-06",60,16,21,14,4
"PID0311","2026-01",55,15,12,13,4
"PID0311","2026-02",58,16,23,12,6
"PID0311","2026-03",59,13,18,13,4
"PID0311","2026-04",59,12,21,16,4
"PID0311","2026-05",53,19,24,12,7
"PID0311","2026-06",59,8,17,15,3
"PID0312","2026-01",38,5,8,2,5
"PID0312","2026-02",37,13,12,10,5
"PID0312","2026-03",56,12,24,10,1
"PID0312","2026-04",44,11,15,11,6
"PID0312","2026-05",57,7,20,14,2
"PID0312","2026-06",43,15,13,7,3
"PID0313","2026-01",56,14,20,13,2
"PID0313","2026-02",50,16,21,10,4
"PID0313","2026-03",42,17,15,11,8
"PID0313","2026-04",56,9,16,10,5
"PID0313","2026-05",38,0,16,11,4
"PID0313","2026-06",49,12,16,8,3
"PID0314","2026-01",69,17,26,15,3
"PID0314","2026-02",57,11,15,10,5
"PID0314","2026-03",44,12,14,8,3
"PID0314","2026-04",57,14,27,18,3
"PID0314","2026-05",42,12,9,9,3
"PID0314","2026-06",51,17,17,9,4
"PID0315","2026-01",39,5,14,10,1
"PID0315","2026-02",39,13,11,6,4
"PID0315","2026-03",56,18,23,11,2
"PID0315","2026-04",73,14,24,18,2
"PID0315","2026-05",54,17,18,12,5
"PID0315","2026-06",62,25,19,6,1
"PID0316","2026-01",55,15,20,10,4
"PID0316","2026-02",56,15,15,9,4
"PID0316","2026-03",75,13,26,15,4
"PID0316","2026-04",56,13,23,11,5
"PID0316","2026-05",33,14,10,5,3
"PID0316","2026-06",56,5,16,10,5
"PID0317","2026-01",64,23,23,14,3
"PID0317","2026-02",56,11,16,15,4
"PID0317","2026-03",67,7,21,15,6
"PID0317","2026-04",72,12,24,18,8
"PID0317","2026-05",77,16,29,19,6
"PID0317","2026-06",53,13,21,17,6
"PID0318","2026-01",53,8,19,19,7
"PID0318","2026-02",59,13,23,9,5
"PID0318","2026-03",58,11,18,13,4
"PID0318","2026-04",67,6,24,16,5
"PID0318","2026-05",60,17,21,10,7
"PID0318","2026-06",61,12,17,14,5
"PID0319","2026-01",64,9,20,8,4
"PID0319","2026-02",81,19,33,19,5
"PID0319","2026-03",70,12,28,15,6
"PID0319","2026-04",59,8,25,9,5
"PID0319","2026-05",83,16,31,12,6
"PID0319","2026-06",49,16,14,13,7
"PID0320","2026-01",41,4,16,6,4
"PID0320","2026-02",44,20,17,12,3
"PID0320","2026-03",59,10,18,11,3
"PID0320","2026-04",55,19,18,13,4
"PID0320","2026-05",28,13,9,5,3
"PID0320","2026-06",50,11,17,8,3
"PID0321","2026-01",32,8,9,5,4
"PID0321","2026-02",41,12,12,6,2
"PID0321","2026-03",42,12,20,10,2
"PID0321","2026-04",43,10,14,11,4
"PID0321","2026-05",35,10,12,3,2
"PID0321","2026-06",38,11,20,8,2
"PID0322","2026-01",32,15,11,9,5
"PID0322","2026-02",54,14,21,11,1
"PID0322","2026-03",42,6,12,7,4
"PID0322","2026-04",40,18,9,9,3
"PID0322","2026-05",55,15,19,17,4
"PID0322","2026-06",59,10,20,9,3
"PID0323","2026-01",85,13,29,19,4
"PID0323","2026-02",74,11,32,16,6
"PID0323","2026-03",74,8,23,13,4
"PID0323","2026-04",67,10,23,12,5
"PID0323","2026-05",56,5,21,9,5
"PID0323","2026-06",67,21,21,17,5
"PID0324","2026-01",46,17,18,3,3
"PID0324","2026-02",59,11,22,11,7
"PID0324","2026-03",70,29,23,7,3
"PID0324","2026-04",82,11,27,16,6
"PID0324","2026-05",77,20,26,16,4
"PID0324","2026-06",61,14,24,14,5
"PID0325","2026-01",63,11,23,7,2
"PID0325","2026-02",56,11,20,13,7
"PID0325","2026-03",63,11,19,9,4
"PID0325","2026-04",59,13,19,14,4
"PID0325","2026-05",63,17,20,19,5
"PID0325","2026-06",68,18,27,14,4
"PID0326","2026-01",49,15,13,8,5
"PID0326","2026-02",46,8,20,10,4
"PID0326","2026-03",37,2,8,14,4
"PID0326","2026-04",34,4,8,11,5
"PID0326","2026-05",58,12,20,12,2
"PID0326","2026-06",42,15,14,4,3
"PID0327","2026-01",64,12,22,18,2
"PID0327","2026-02",32,12,11,2,0
"PID0327","2026-03",44,6,20,11,4
"PID0327","2026-04",45,7,21,9,3
"PID0327","2026-05",52,12,19,13,3
"PID0327","2026-06",36,15,18,7,3
"PID0328","2026-01",55,12,19,14,4
"PID0328","2026-02",57,15,20,16,1
"PID0328","2026-03",45,14,13,10,2
"PID0328","2026-04",35,10,11,5,2
"PID0328","2026-05",60,13,20,16,4
"PID0328","2026-06",50,9,22,5,2
"PID0329","2026-01",56,10,20,16,4
"PID0329","2026-02",50,3,22,6,2
"PID0329","2026-03",64,8,17,13,4
"PID0329","2026-04",32,14,9,8,3
"PID0329","2026-05",48,11,16,7,2
"PID0329","2026-06",53,17,16,10,4
"PID0330","2026-01",52,16,21,10,5
"PID0330","2026-02",54,11,18,12,5
"PID0330","2026-03",61,14,24,8,3
"PID0330","2026-04",55,20,19,11,6
"PID0330","2026-05",59,15,17,12,5
"PID0330","2026-06",54,20,17,7,2
"PID0331","2026-01",53,23,22,15,1
"PID0331","2026-02",44,11,10,6,3
"PID0331","2026-03",39,6,16,8,3
"PID0331","2026-04",50,10,12,10,2
"PID0331","2026-05",36,11,15,5,3
"PID0331","2026-06",36,17,12,7,4
"PID0332","2026-01",62,16,20,7,4
"PID0332","2026-02",62,17,27,15,4
"PID0332","2026-03",54,11,20,15,5
"PID0332","2026-04",47,15,17,12,6
"PID0332","2026-05",41,8,14,8,4
"PID0332","2026-06",52,11,16,13,4
"PID0333","2026-01",53,14,19,9,1
"PID0333","2026-02",42,12,7,10,5
"PID0333","2026-03",48,16,16,9,3
"PID0333","2026-04",40,2,14,6,6
"PID0333","2026-05",59,10,19,16,5
"PID0333","2026-06",46,13,15,11,4
"PID0334","2026-01",73,17,22,14,3
"PID0334","2026-02",62,16,18,11,5
"PID0334","2026-03",67,10,21,11,5
"PID0334","2026-04",58,8,22,12,4
"PID0334","2026-05",66,13,22,15,4
"PID0334","2026-06",54,4,15,8,6
"PID0335","2026-01",50,14,19,10,4
"PID0335","2026-02",57,16,22,15,5
"PID0335","2026-03",51,14,16,16,3
"PID0335","2026-04",35,18,16,11,3
"PID0335","2026-05",61,2,26,18,4
"PID0335","2026-06",52,10,17,10,2
"PID0336","2026-01",63,15,24,14,7
"PID0336","2026-02",54,17,16,10,2
"PID0336","2026-03",56,12,22,17,5
"PID0336","2026-04",58,17,18,11,5
"PID0336","2026-05",57,25,18,11,4
"PID0336","2026-06",61,14,23,8,4
"PID0337","2026-01",53,14,18,8,4
"PID0337","2026-02",48,4,13,14,2
"PID0337","2026-03",43,5,14,15,5
"PID0337","2026-04",46,18,14,5,3
"PID0337","2026-05",59,12,15,8,1
"PID0337","2026-06",44,5,12,11,4
"PID0338","2026-01",58,16,16,8,5
"PID0338","2026-02",49,15,14,8,3
"PID0338","2026-03",52,15,22,16,7
"PID0338","2026-04",47,9,12,8,4
"PID0338","2026-05",51,8,18,12,2
"PID0338","2026-06",63,7,23,17,4
"PID0339","2026-01",67,8,22,13,7
"PID0339","2026-02",68,10,28,16,2
"PID0339","2026-03",65,18,22,13,6
"PID0339","2026-04",55,9,25,14,5
"PID0339","2026-05",64,12,23,12,6
"PID0339","2026-06",63,14,24,15,6
"PID0340","2026-01",63,17,21,12,3
"PID0340","2026-02",51,13,10,8,2
"PID0340","2026-03",66,15,22,8,3
"PID0340","2026-04",48,18,14,14,6
"PID0340","2026-05",64,11,20,11,4
"PID0340","2026-06",53,11,15,13,2
"PID0341","2026-01",44,10,14,8,3
"PID0341","2026-02",49,12,13,4,4
"PID0341","2026-03",42,12,18,8,3
"PID0341","2026-04",49,11,18,13,3
"PID0341","2026-05",45,12,15,8,3
"PID0341","2026-06",64,13,18,19,5
"PID0342","2026-01",49,12,13,10,3
"PID0342","2026-02",52,11,17,12,4
"PID0342","2026-03",46,9,14,6,4
"PID0342","2026-04",43,21,16,5,4
"PID0342","2026-05",25,15,6,8,4
"PID0342","2026-06",50,12,22,10,2
"PID0343","2026-01",58,13,22,17,3
"PID0343","2026-02",39,10,15,6,3
"PID0343","2026-03",37,8,6,5,4
"PID0343","2026-04",53,8,24,10,3
"PID0343","2026-05",43,9,18,13,0
"PID0343","2026-06",34,13,12,11,6
"PID0344","2026-01",38,9,7,8,4
"PID0344","2026-02",63,7,18,12,4
"PID0344","2026-03",58,13,20,10,2
"PID0344","2026-04",50,14,19,8,2
"PID0344","2026-05",43,16,14,10,5
"PID0344","2026-06",51,17,20,10,5
"PID0345","2026-01",39,14,9,10,4
"PID0345","2026-02",35,13,8,5,3
"PID0345","2026-03",46,8,16,2,4
"PID0345","2026-04",49,8,16,11,2
"PID0345","2026-05",51,15,17,10,3
"PID0345","2026-06",45,16,18,11,0
"PID0346","2026-01",61,21,21,12,5
"PID0346","2026-02",52,22,19,9,3
"PID0346","2026-03",82,12,30,16,8
"PID0346","2026-04",75,17,31,19,6
"PID0346","2026-05",67,16,29,18,6
"PID0346","2026-06",59,12,20,8,8
"PID0347","2026-01",53,16,18,13,5
"PID0347","2026-02",46,6,14,8,2
"PID0347","2026-03",46,15,14,5,3
"PID0347","2026-04",61,13,21,17,3
"PID0347","2026-05",61,3,22,8,4
"PID0347","2026-06",56,0,20,14,4
"PID0348","2026-01",67,19,25,18,4
"PID0348","2026-02",48,16,18,10,5
"PID0348","2026-03",62,19,24,13,5
"PID0348","2026-04",50,16,19,9,3
"PID0348","2026-05",59,6,17,13,4
"PID0348","2026-06",66,8,20,13,6
"PID0349","2026-01",49,10,18,7,7
"PID0349","2026-02",55,13,21,10,3
"PID0349","2026-03",64,8,25,11,5
"PID0349","2026-04",56,11,24,9,8
"PID0349","2026-05",51,14,17,9,5
"PID0349","2026-06",60,11,24,19,4
"PID0350","2026-01",60,12,20,9,4
"PID0350","2026-02",57,14,22,15,3
"PID0350","2026-03",57,12,20,12,1
"PID0350","2026-04",41,14,14,10,6
"PID0350","2026-05",45,17,14,8,6
"PID0350","2026-06",50,4,16,11,2
"PID0351","2026-01",44,19,17,10,4
"PID0351","2026-02",43,5,15,10,1
"PID0351","2026-03",39,6,14,13,2
"PID0351","2026-04",57,16,17,10,2
"PID0351","2026-05",55,9,19,7,3
"PID0351","2026-06",45,13,13,7,3
"PID0352","2026-01",36,18,15,8,3
"PID0352","2026-02",53,7,18,11,3
"PID0352","2026-03",44,11,13,9,3
"PID0352","2026-04",58,8,17,12,4
"PID0352","2026-05",54,8,22,14,5
"PID0352","2026-06",53,13,21,9,6
"PID0353","2026-01",44,9,10,9,6
"PID0353","2026-02",40,14,14,13,4
"PID0353","2026-03",31,13,10,3,5
"PID0353","2026-04",47,11,22,12,6
"PID0353","2026-05",52,6,19,8,4
"PID0353","2026-06",45,7,15,10,4
"PID0354","2026-01",58,11,20,12,6
"PID0354","2026-02",51,8,13,14,6
"PID0354","2026-03",57,11,18,9,7
"PID0354","2026-04",62,15,19,15,4
"PID0354","2026-05",69,10,24,14,4
"PID0354","2026-06",52,11,15,13,6
"PID0355","2026-01",54,20,17,14,4
"PID0355","2026-02",62,8,19,12,5
"PID0355","2026-03",61,15,24,15,4
"PID0355","2026-04",68,13,23,20,5
"PID0355","2026-05",52,9,19,16,4
"PID0355","2026-06",70,17,26,19,6
"PID0356","2026-01",50,13,18,9,4
"PID0356","2026-02",58,19,21,11,2
"PID0356","2026-03",61,21,19,11,3
"PID0356","2026-04",48,17,13,11,4
"PID0356","2026-05",46,12,18,11,2
"PID0356","2026-06",62,14,16,9,4
"PID0357","2026-01",59,6,22,14,4
"PID0357","2026-02",50,9,17,4,2
"PID0357","2026-03",39,14,9,11,3
"PID0357","2026-04",59,13,19,7,4
"PID0357","2026-05",56,9,20,8,2
"PID0357","2026-06",36,22,10,6,5
"PID0358","2026-01",47,14,19,8,4
"PID0358","2026-02",44,15,12,5,3
"PID0358","2026-03",49,16,24,9,2
"PID0358","2026-04",55,14,24,9,3
"PID0358","2026-05",55,9,16,13,3
"PID0358","2026-06",38,14,13,2,1
"PID0359","2026-01",57,12,18,11,4
"PID0359","2026-02",62,7,18,7,3
"PID0359","2026-03",75,9,24,19,7
"PID0359","2026-04",60,11,18,12,4
"PID0359","2026-05",56,15,16,6,5
"PID0359","2026-06",67,5,20,15,2
"PID0360","2026-01",54,9,17,14,3
"PID0360","2026-02",36,9,17,5,2
"PID0360","2026-03",48,16,13,1,5
"PID0360","2026-04",47,12,18,9,4
"PID0360","2026-05",39,11,12,10,4
"PID0360","2026-06",64,17,22,8,5
"PID0361","2026-01",57,12,21,10,3
"PID0361","2026-02",64,8,21,14,5
"PID0361","2026-03",59,18,23,12,3
"PID0361","2026-04",55,10,17,12,2
"PID0361","2026-05",54,15,18,10,6
"PID0361","2026-06",62,5,25,8,3
"PID0362","2026-01",61,12,20,15,3
"PID0362","2026-02",56,16,24,10,3
"PID0362","2026-03",70,19,27,16,3
"PID0362","2026-04",44,10,19,9,4
"PID0362","2026-05",64,14,21,12,3
"PID0362","2026-06",79,7,29,18,3
"PID0363","2026-01",69,13,23,13,5
"PID0363","2026-02",76,12,28,14,5
"PID0363","2026-03",68,11,18,13,3
"PID0363","2026-04",73,13,24,18,6
"PID0363","2026-05",66,16,20,15,5
"PID0363","2026-06",57,16,17,14,6
"PID0364","2026-01",48,14,18,4,4
"PID0364","2026-02",41,12,8,6,0
"PID0364","2026-03",59,15,20,12,2
"PID0364","2026-04",56,7,16,3,5
"PID0364","2026-05",44,12,14,7,4
"PID0364","2026-06",55,15,19,18,2
"PID0365","2026-01",53,10,17,9,2
"PID0365","2026-02",47,14,14,12,4
"PID0365","2026-03",61,9,23,11,3
"PID0365","2026-04",46,17,18,8,6
"PID0365","2026-05",55,12,20,7,3
"PID0365","2026-06",65,13,20,11,4
"PID0366","2026-01",57,12,19,8,4
"PID0366","2026-02",56,9,21,15,6
"PID0366","2026-03",65,17,21,15,4
"PID0366","2026-04",52,12,12,13,5
"PID0366","2026-05",53,7,21,3,2
"PID0366","2026-06",64,7,23,12,4
"PID0367","2026-01",47,7,22,9,5
"PID0367","2026-02",75,10,27,15,4
"PID0367","2026-03",52,7,19,6,6
"PID0367","2026-04",67,19,23,15,4
"PID0367","2026-05",49,15,22,10,6
"PID0367","2026-06",64,7,19,15,4
"PID0368","2026-01",39,12,11,8,5
"PID0368","2026-02",37,9,12,4,4
"PID0368","2026-03",36,10,18,7,4
"PID0368","2026-04",43,4,13,10,7
"PID0368","2026-05",57,9,17,14,3
"PID0368","2026-06",46,10,17,7,5
"PID0369","2026-01",45,5,13,9,6
"PID0369","2026-02",70,14,24,12,5
"PID0369","2026-03",49,13,17,15,6
"PID0369","2026-04",37,15,17,10,5
"PID0369","2026-05",52,7,13,11,3
"PID0369","2026-06",61,18,21,12,3
"PID0370","2026-01",35,20,10,6,6
"PID0370","2026-02",52,11,13,16,3
"PID0370","2026-03",52,8,18,10,4
"PID0370","2026-04",50,10,13,15,5
"PID0370","2026-05",38,9,17,12,3
"PID0370","2026-06",51,15,15,12,2
"PID0371","2026-01",58,18,17,11,5
"PID0371","2026-02",35,20,13,11,4
"PID0371","2026-03",63,7,22,18,6
"PID0371","2026-04",51,15,16,15,4
"PID0371","2026-05",51,15,14,13,4
"PID0371","2026-06",60,10,19,11,5
"PID0372","2026-01",52,14,27,12,2
"PID0372","2026-02",63,4,20,16,3
"PID0372","2026-03",57,14,18,11,2
"PID0372","2026-04",56,18,17,11,2
"PID0372","2026-05",47,10,17,13,3
"PID0372","2026-06",58,13,28,11,2
"PID0373","2026-01",59,21,19,12,3
"PID0373","2026-02",70,15,21,10,5
"PID0373","2026-03",64,18,21,12,4
"PID0373","2026-04",51,8,18,12,7
"PID0373","2026-05",63,14,25,13,4
"PID0373","2026-06",65,8,23,11,5
"PID0374","2026-01",41,5,10,9,5
"PID0374","2026-02",42,18,11,6,3
"PID0374","2026-03",45,7,22,6,0
"PID0374","2026-04",42,5,16,6,2
"PID0374","2026-05",46,8,20,9,1
"PID0374","2026-06",50,12,15,10,4
"PID0375","2026-01",49,9,14,13,4
"PID0375","2026-02",46,10,17,14,4
"PID0375","2026-03",56,7,19,18,3
"PID0375","2026-04",48,5,13,16,4
"PID0375","2026-05",54,13,26,13,4
"PID0375","2026-06",51,11,20,11,5
"PID0376","2026-01",62,24,25,12,4
"PID0376","2026-02",72,17,24,16,4
"PID0376","2026-03",85,12,28,14,6
"PID0376","2026-04",74,20,24,14,6
"PID0376","2026-05",67,13,25,15,4
"PID0376","2026-06",70,16,22,17,6
"PID0377","2026-01",69,15,27,11,2
"PID0377","2026-02",52,2,22,15,4
"PID0377","2026-03",49,17,18,12,5
"PID0377","2026-04",50,12,18,13,4
"PID0377","2026-05",53,13,13,15,3
"PID0377","2026-06",49,10,19,12,4
"PID0378","2026-01",54,15,23,11,3
"PID0378","2026-02",61,10,18,12,2
"PID0378","2026-03",58,8,20,14,6
"PID0378","2026-04",50,7,20,18,5
"PID0378","2026-05",52,9,22,10,6
"PID0378","2026-06",65,16,16,15,4
"PID0379","2026-01",39,14,10,10,2
"PID0379","2026-02",48,8,18,13,3
"PID0379","2026-03",66,16,22,16,3
"PID0379","2026-04",39,13,9,12,5
"PID0379","2026-05",56,10,13,15,4
"PID0379","2026-06",49,8,21,7,5
"PID0380","2026-01",60,9,24,9,4
"PID0380","2026-02",51,12,14,19,3
"PID0380","2026-03",51,6,11,13,4
"PID0380","2026-04",40,10,16,10,3
"PID0380","2026-05",50,9,19,2,3
"PID0380","2026-06",37,10,10,11,5
"PID0381","2026-01",53,7,21,8,5
"PID0381","2026-02",55,9,19,9,4
"PID0381","2026-03",58,18,19,19,4
"PID0381","2026-04",64,12,20,12,3
"PID0381","2026-05",56,11,25,9,3
"PID0381","2026-06",55,14,21,14,4
"PID0382","2026-01",55,16,22,12,2
"PID0382","2026-02",55,17,16,10,4
"PID0382","2026-03",63,4,26,15,5
"PID0382","2026-04",36,5,11,7,4
"PID0382","2026-05",50,11,20,11,2
"PID0382","2026-06",59,6,23,14,2
"PID0383","2026-01",39,12,14,10,3
"PID0383","2026-02",46,8,23,12,4
"PID0383","2026-03",40,6,9,11,3
"PID0383","2026-04",46,13,17,2,3
"PID0383","2026-05",48,9,16,15,3
"PID0383","2026-06",43,15,14,13,4
"PID0384","2026-01",64,3,16,9,4
"PID0384","2026-02",52,23,17,8,5
"PID0384","2026-03",58,8,20,12,5
"PID0384","2026-04",54,9,13,8,5
"PID0384","2026-05",53,8,12,9,3
"PID0384","2026-06",49,18,20,12,6
"PID0385","2026-01",42,7,12,9,2
"PID0385","2026-02",44,13,15,14,4
"PID0385","2026-03",51,15,18,5,3
"PID0385","2026-04",58,8,20,14,3
"PID0385","2026-05",56,16,24,16,3
"PID0385","2026-06",60,10,20,14,4
"PID0386","2026-01",65,12,22,16,7
"PID0386","2026-02",80,19,30,13,5
"PID0386","2026-03",85,18,35,17,5
"PID0386","2026-04",78,15,20,17,6
"PID0386","2026-05",79,20,25,10,6
"PID0386","2026-06",68,13,27,15,6
"PID0387","2026-01",60,12,19,11,4
"PID0387","2026-02",54,5,17,12,5
"PID0387","2026-03",67,11,25,13,5
"PID0387","2026-04",44,12,17,8,4
"PID0387","2026-05",67,10,24,16,2
"PID0387","2026-06",60,10,17,19,4
"PID0388","2026-01",48,16,21,8,2
"PID0388","2026-02",44,14,17,7,3
"PID0388","2026-03",48,5,15,8,4
"PID0388","2026-04",55,8,19,8,4
"PID0388","2026-05",62,6,19,19,4
"PID0388","2026-06",55,5,19,7,1
"PID0389","2026-01",58,11,15,17,5
"PID0389","2026-02",53,6,18,10,6
"PID0389","2026-03",62,6,17,11,6
"PID0389","2026-04",69,7,25,13,7
"PID0389","2026-05",67,5,23,15,6
"PID0389","2026-06",57,8,19,4,6
"PID0390","2026-01",42,14,15,5,3
"PID0390","2026-02",41,13,17,11,6
"PID0390","2026-03",53,16,20,8,1
"PID0390","2026-04",54,13,19,9,3
"PID0390","2026-05",48,13,20,14,1
"PID0390","2026-06",64,17,19,11,2
"PID0391","2026-01",73,16,22,17,6
"PID0391","2026-02",78,15,22,19,7
"PID0391","2026-03",61,10,19,10,6
"PID0391","2026-04",82,22,26,16,5
