"PersonId","Team","Tenure","JobFamily","IsDeveloper","IsCopilotLicensed"
"P00405","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00406","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00407","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00408","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00409","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00410","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00411","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00412","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00413","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00414","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00415","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00416","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00417","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00418","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00419","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00420","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00421","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00422","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00423","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00424","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00425","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00426","Platform","2 to 5 years","Software Engineering",TRUE,FALSE
"P00427","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00428","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00429","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00430","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00431","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00432","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00433","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00434","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00435","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00436","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00437","Mobile","2 to 5 years","Software Engineering",TRUE,FALSE
"P00438","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00439","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00440","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00441","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00442","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00443","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00444","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00445","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00446","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00447","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00448","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00449","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00450","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00451","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00452","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00453","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00454","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00455","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00456","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00457","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00458","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00459","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00460","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00461","Developer Experience","2 to 5 years","Software Engineering",TRUE,FALSE
"P00462","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00463","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00464","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00465","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00466","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00467","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00468","Data Engineering","2 to 5 years","Software Engineering",TRUE,FALSE
"P00469","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00470","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00471","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00472","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00473","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00474","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00475","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00476","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00477","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00478","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00479","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00480","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00481","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00482","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00483","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00484","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00485","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00486","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00487","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00488","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00489","Platform","Under 2 years","Software Engineering",TRUE,FALSE
"P00490","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00491","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00492","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00493","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00494","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00495","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00496","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00497","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00498","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00499","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00500","Developer Experience","Over 5 years","Software Engineering",TRUE,FALSE
"P00501","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00502","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00503","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00504","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00505","Developer Experience","Under 2 years","Software Engineering",TRUE,FALSE
"P00506","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00507","Payments","2 to 5 years","Software Engineering",TRUE,FALSE
"P00508","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00509","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00510","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00511","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00512","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00513","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00514","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00515","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00516","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00517","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00518","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00519","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00520","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00521","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00522","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00523","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00524","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00525","Developer Experience","Under 2 years","Software Engineering",TRUE,FALSE
"P00526","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00527","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00528","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00529","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00530","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00531","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00532","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00533","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00534","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00535","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00536","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00537","Platform","Under 2 years","Software Engineering",TRUE,FALSE
"P00538","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00539","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00540","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00541","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00542","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00543","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00544","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00545","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00546","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00547","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00548","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00549","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00550","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00551","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00552","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00553","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00554","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00555","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00556","Identity","2 to 5 years","Software Engineering",TRUE,FALSE
"P00557","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00558","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00559","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00560","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00561","Mobile","Over 5 years","Software Engineering",TRUE,FALSE
"P00562","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00563","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00564","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00565","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00566","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00567","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00568","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00569","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00570","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00571","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00572","Platform","Over 5 years","Software Engineering",TRUE,FALSE
"P00573","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00574","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00575","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00576","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00577","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00578","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00579","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00580","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00581","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00582","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00583","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00584","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00585","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00586","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00587","Mobile","Under 2 years","Software Engineering",TRUE,FALSE
"P00588","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00589","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00590","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00591","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00592","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00593","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00594","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00595","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00596","Payments","2 to 5 years","Software Engineering",TRUE,FALSE
"P00597","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00598","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00599","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00600","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00601","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00602","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00603","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00604","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00605","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00606","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00607","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00608","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00609","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00610","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00611","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00612","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00613","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00614","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00615","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00616","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00617","Developer Experience","Under 2 years","Software Engineering",TRUE,FALSE
"P00618","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00619","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00620","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00621","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00622","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00623","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00624","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00625","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00626","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00627","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00628","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00629","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00630","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00631","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00632","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00633","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00634","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00635","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00636","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00637","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00638","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00639","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00640","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00641","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00642","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00643","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00644","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00645","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00646","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00647","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00648","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00649","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00650","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00651","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00652","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00653","Identity","2 to 5 years","Software Engineering",TRUE,FALSE
"P00654","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00655","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00656","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00657","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00658","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00659","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00660","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00661","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00662","Identity","2 to 5 years","Software Engineering",TRUE,FALSE
"P00663","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00664","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00665","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00666","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00667","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00668","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00669","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00670","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00671","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00672","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00673","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00674","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00675","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00676","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00677","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00678","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00679","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00680","Data Engineering","2 to 5 years","Software Engineering",TRUE,FALSE
"P00681","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00682","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00683","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00684","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00685","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00686","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00687","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00688","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00689","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00690","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00691","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00692","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00693","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00694","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00695","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00696","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00697","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00698","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00699","Developer Experience","Under 2 years","Software Engineering",TRUE,FALSE
"P00700","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00701","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00702","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00703","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00704","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00705","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00706","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00707","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00708","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00709","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00710","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00711","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00712","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00713","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00714","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00715","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00716","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00717","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00718","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00719","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00720","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00721","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00722","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00723","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00724","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00725","Mobile","2 to 5 years","Software Engineering",TRUE,FALSE
"P00726","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00727","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00728","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00729","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00730","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00731","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00732","Platform","2 to 5 years","Software Engineering",TRUE,FALSE
"P00733","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00734","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00735","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00736","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00737","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00738","Platform","Under 2 years","Software Engineering",TRUE,FALSE
"P00739","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00740","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00741","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00742","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00743","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00744","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00745","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00746","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00747","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00748","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00749","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00750","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00751","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00752","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00753","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00754","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00755","Platform","Under 2 years","Software Engineering",TRUE,FALSE
"P00756","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00757","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00758","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00759","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00760","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00761","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00762","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00763","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00764","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00765","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00766","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00767","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00768","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00769","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00770","Data Engineering","Over 5 years","Software Engineering",TRUE,FALSE
"P00771","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00772","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00773","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00774","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00775","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00776","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00777","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00778","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00779","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00780","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00781","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00782","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00783","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00784","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00785","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00786","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00787","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00788","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00789","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00790","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00791","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00792","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00793","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00794","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00795","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00796","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00797","Platform","2 to 5 years","Software Engineering",TRUE,FALSE
"P00798","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00799","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00800","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00801","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00802","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00803","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00804","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00805","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00806","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00807","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00808","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00809","Payments","Over 5 years","Software Engineering",TRUE,TRUE
